Modulo nnlm-es-dim128-with-normalization-2
Topicos : noticiaun via colombia uniandes unisabana unimedios mas comsabana hoy 2016 estudiantes anos 
 rt iptigeneva you have to sell peace be clear about why one might want to obtain it tpaffenholz at ; j : 1. Sim : 0.11988956; No similar. 
 cada vez mas produccion informativa mas necesidad comprenderla jaime alejandro rodriguez labelurl  ; j : 216. Sim : 0.40836358; No similar. 
 puedan ayudar transformar procesos educacion jovenes deben ser parte compromiso andre labelurl  ; j : 217. Sim : 0.29255146; No similar. 
 rt jeronimorivera peliculas animacion jovenes ninos mas alla disney pixar labelurl texto hoy  ; j : 218. Sim : 0.5587026; Baja. 
 olivier bourdeaut revelacion literatura francesa habla obra esperando mr bojangles urosario labelur; j : 219. Sim : 0.28521287; No similar. 
 ocho vehiculos fabricados estudiantes ingenieria mecanica competiran segundo grand prix sabana labe; j : 220. Sim : 0.43110886; No similar. 
 desafios regulacion digital marc ivaldi paul seabright christian r jaramillo juan dduque labelurl  ; j : 221. Sim : 0.3013416; No similar. 
 buen viaje corounisabana va rumbo peru participara festival internacional coros udep labelurl  ; j : 222. Sim : 0.1747152; No similar. 
 rt oaduniandes ayeryhoy paso peatonal bloque g gb ed franco actualmente facisouniandes throwbackthu; j : 223. Sim : 0.31244287; No similar. 
 ingenieria procesos objeto estudio mas complejo alberto rodriguez decano 20 anos p labelurl  ; j : 224. Sim : 0.4170412; No similar. 
 alimentos sirven especulacion financiera aumento precio alimentos basicos condeno millones hambre  ; j : 225. Sim : 0.17837512; No similar. 
 rt cideruniandes contados minutos empezara celebracion cider40anos uexternado uniandes urosarionews; j : 226. Sim : 0.4626471; No similar. 
 rt comsabana cinefilia quinto libro jeronimorivera hoy presenta cinetonalabog hoy promocion cuesta ; j : 227. Sim : 0.30814666; No similar. 
 rt derechousabana celebracion facultad derecho ciencias politicas cumple 35 unisabana hernanolano c; j : 228. Sim : 0.32509536; No similar. 
 nuevo proyecto arquitectonico urosario sede quinta mutis liderado carrera cavanzo moneobrock labelu; j : 229. Sim : 0.064327255; No similar. 
 rt inguniandes agenda dia 2 cctt2017 analisis conversatorios transporte publico seguridad vial unia; j : 230. Sim : 0.45632923; No similar. 
 rt hernanolano domingo cristovision comentare ultimo dia pontifexes armenia titobroyer padreramonza; j : 231. Sim : 0.47293952; No similar. 
 rt donjuancampo buena celebracion unisabanaradio 8 anos muestran camino solido futuro unisabana com; j : 232. Sim : 0.5549201; Baja. 
 rt obsdemocracia atentos region pacifico proximo 22 febrero obsdemocracia presentara resultados bar; j : 233. Sim : 0.30213803; No similar. 
 natalia ruiz rodgers viceministra educacion superior mineducacion presentacion rank sir 2017 labelu; j : 234. Sim : 0.32148427; No similar. 
 noticiaun aplicacion anular filas supermercados idea innovadora premiada uninnova vriun unmedellin ; j : 235. Sim : 0.2586291; No similar. 
 rt hernanolano facultad cumple 5 anos gracias equipo profesores colaboradores unisabana unisabanara; j : 236. Sim : 0.44518206; No similar. 
 rt unmedellin universidades region siguen apostando sosporelaire hoy foro respiramos unmedellin pre; j : 237. Sim : 0.26105103; No similar. 
 rt innpulsacol hoy uniandes conociendo exito transferencia tecnologia proyecto phycore apoyado innp; j : 238. Sim : 0.23450257; No similar. 
 toca engrandecer momento hablar presidente disenar mecanismo armar espacios permitan acabe  ; j : 239. Sim : 0.042003136; No similar. 
 colombia terceraedad 400 adultos mayores abandonados cada ano via caracol radio labelurl  ; j : 240. Sim : 0.5378451; Baja. 
 rt hernanolano felicitaciones maestra magda lorena beltran garavito directora corounisabana unisaba; j : 241. Sim : 0.28273663; No similar. 
 unisabana unica universidad colombiana listado qs universidades menores 50 anos jrrodriguezgil labe; j : 242. Sim : 0.5511079; Baja. 
 rt igarzonvallejo visita unisabana jeremyjwaldron filosofo politico toma serio desacuerdos democrac; j : 243. Sim : 0.36444235; No similar. 
 modo mision sabana contamos ayuda puedes llevar donacion edificio dejarla secr labelurl  ; j : 244. Sim : 0.22622728; No similar. 
 35 anos cultivando justicia bien comun facultad derecho ciencias politicas unisabana labelurl  ; j : 245. Sim : 0.44247505; No similar. 
 rt bogota enriquepenalosa senala comite integracion territorial forma resolver problema movilidad t; j : 246. Sim : 0.33792937; No similar. 
 rumbo unav natalia serrano lopez estudiante derechousabana gano beca banco santander labelurl  ; j : 247. Sim : 0.32746747; No similar. 
 leon cardona larga vida creado 130 obras contagian interpret mas jovenes labelurl  ; j : 248. Sim : 0.41420797; No similar. 
 rt jrestrp recibiendo 15 certificaciones calidad admon academia urosarionews compromiso mejorar ico; j : 249. Sim : 0.072390474; No similar. 
 rt jrestrp ceremonia becas entregando cientos estudiantes urosarionews apoyo formarse calidad compr; j : 250. Sim : 0.12555552; No similar. 
 rt aromerotapia relacion francia colombia consolida alrededor geriatria convenio unisabana paris vi; j : 251. Sim : 0.4386717; No similar. 
 oferta moocs llega 22 modulos conozca proyecto lleva universidad mas personas labelurl  ; j : 252. Sim : 0.29517627; No similar. 
 rt jrestrp mas valioso reto urosarionews cesaedu comprometieron fortalecer movilidad bicicleta bogo; j : 253. Sim : 0.28848988; No similar. 
 rt unimedios jose felix patino medico educacion labelurl via elespectador unimedios uncolombia unal; j : 254. Sim : 0.48452163; No similar. 
 rt behrentz celebrando estudiantes gestores liderandes beca estudiantes estudiantes uniandes cumpli; j : 255. Sim : 0.29518846; No similar. 
 maria alejandra olarte rosarista bmw group munchen munich alemania conoce historia labelurl  ; j : 256. Sim : 0.29534462; No similar. 
 rt urosarioradio sede quinta mutis inicia conversandoconjosemanuel jrestrp estudiantes medicina sal; j : 257. Sim : 0.27165487; No similar. 
 quiza mas correcto decir posplebiscito modificado expectativas situacion politica manera dramatica ; j : 258. Sim : 0.41055346; No similar. 
 temas calidad vida mas importantes educacion salud empleo seguridad piedad retrepo labelurl  ; j : 259. Sim : 0.28087318; No similar. 
 si graduado comsabana hora volver casa febrero 28 jornadadeactualizacion alumnisabana inscribete la; j : 260. Sim : 0.28680438; No similar. 
 rt egobuniandes uniandes incluyendo agenda academica temas sociales pais eduardo pizano cerocarreta; j : 261. Sim : 0.48874888; No similar. 
 envivo jose jair bonilla co fundador aplicacion movil rappi jornadadeactualizacion alumnisabana lab; j : 262. Sim : 0.34172133; No similar. 
 rt inguniandes invitados hoy colegio portales restrepo meta lab dinamica fluidos uniandes labelurl ; j : 263. Sim : 0.41985524; No similar. 
 rt obsdemocracia atencion bucaramanga proximo 31 mayo obsdemocracia presentara resultados barometro; j : 264. Sim : 0.31028742; No similar. 
 rt alumnisabana deja ser unisabana gradua ustedes alumni hijos legitimos universidad obdul  ; j : 265. Sim : 0.40846208; No similar. 
 ave barrera dejo buzon filbo2016 fragmento cuento aquellas tristes camelias blancas labelurl  ; j : 266. Sim : 0.1367373; No similar. 
 rt oaduniandes ayeryhoy talleres arquituniandes vista capilla actualmente biblioteca arq throwbackt; j : 267. Sim : 0.35875538; No similar. 
 rt colciencias nuevo modelo publindex promovemos impacto visibilidad publicaciones ctei estandares ; j : 268. Sim : 0.11817052; No similar. 
 reto hoy sonar buscar raices cocina colombia igmedna habla estudiantes eicea labelurl  ; j : 269. Sim : 0.394418; No similar. 
 rt calderonwiliams noticiero medio dia rcnradio jmruizmachado emite hora sede unisabanaradio com  ; j : 270. Sim : 0.34844828; No similar. 
 conoce experiencia cristina diez guerrero estudiante rosarista adelanta practica profesional espan ; j : 271. Sim : 0.13556194; No similar. 
 rt oaduniandes ayeryhoy bloque rgc actualmente facultad biblioteca derecho uniandes throwbackthursd; j : 272. Sim : 0.29223916; No similar. 
 rt unomastodosco estudiantes becados unisabana seran beneficiados bicis mibicipostobon manana entre; j : 273. Sim : 0.44346008; No similar. 
 hace urgente impongan inhabilidades fall realizar contratacion publica jorge enrique sanc labelurl ; j : 274. Sim : 0.12343087; No similar. 
 rt inguniandes mas alla curriculo transformacion educacion ingenieria mark sommerville olincollege ; j : 275. Sim : 0.3965538; No similar. 
 bogota 50 votaria si plebiscito estudio observatorio medios comsabana via revistasemana labelurl  ; j : 276. Sim : 0.3999098; No similar. 
 rt congresovisible llego diad conozca sera proceso dejacion armas comienza hoy labelurl meinformo  ; j : 277. Sim : 0.24056198; No similar. 
 rt jrestrp urosarionews comprometida recuperacion embellecimiento espacio publico tan importante pl; j : 278. Sim : 0.1652393; No similar. 
 necesario volver logica educacion centre subjetivo pasion etica motivacion felicidad jrestrp  ; j : 279. Sim : 0.32181525; No similar. 
 rt hernanolano leyendo elnuevosiglo trenusabana unisabana derechousabana obduliovp apgguzman gracia; j : 280. Sim : 0.28870964; No similar. 
 ser voluntario crecer generosidad comprender darnos camino ser felices listo re labelurl  ; j : 281. Sim : 0.090217076; No similar. 
 tomaran asuntos pension seguridad social permitiran sector comercial tener mejores iniciativas  ; j : 282. Sim : 0.21292898; No similar. 
 rt eicea sabor tolima huila espera restauranteescuela disfruta carta 25 noviembre htt  ; j : 283. Sim : 0.17530291; No similar. 
 acaba tiempo decidir educacion proximos 10 anos hoy puedes hacer aporte labelurl  ; j : 284. Sim : 0.3900196; No similar. 
 habitat3followup reune personas academia politica gestion publica accion procesos urbanos asiste la; j : 285. Sim : 0.43273345; No similar. 
 rt bienestarsabana manana puedes perder mejor celebracion diadeamoryamistad festival tunas unisaban; j : 286. Sim : 0.46010253; No similar. 
 actualidad gran inversion mejorar infraestructura universidad nacional sede bogota labelurl via hsb; j : 287. Sim : 0.45385376; No similar. 
 pierdas charla daan van der gouwe experto holandes reduccion dano drogas labelurl  ; j : 288. Sim : 0.35329983; No similar. 
 concierto bienestarsabana tamar lalo daniel oyarzabal josetxu obregon presentaran campus 30 s label; j : 289. Sim : 0.27241576; No similar. 
 coloquio encuentro franco colombiano geriatria 31 mayo 1 junio ano francia colombia labelurl  ; j : 290. Sim : 0.4679776; No similar. 
 hoy cumpleanos n 68 uniandes celebremos plazoleta lleras centro practicas edificio allianz labelurl; j : 291. Sim : 0.46140897; No similar. 
 rt programaondas gracias alianza senacomunica uniandes uncolombia logramos brindar espacios incenti; j : 292. Sim : 0.1908203; No similar. 
 fnpiorg invita conversacion rosental alves brasil dan archer inglaterra realidad virtual  ; j : 293. Sim : 0.44798192; No similar. 
 rt upbcolombia espacios reflexion sosporelaire buscan mandar mensaje ciudad evidencia academica cad; j : 294. Sim : 0.21722034; No similar. 
 dejamos reserva verde sospecho mas ciudades bucaramanga cali barranquilla sumadas parque  ; j : 295. Sim : 0.3414128; No similar. 
 rt inguniandes videohoy recordamos uniandes queremos bicicleta diasincarro 2017 480 bicis reco  ; j : 296. Sim : 0.25832894; No similar. 
 rt oaduniandes ayeryhoy uniandes bloque rgb actualmente oficinas dsit throwbackthursday tbt labelur; j : 297. Sim : 0.32621253; No similar. 
 rt aicesienbici replicar u pilos icesi 90alumnos serpilopaga van cicla unisabana postobonsa labelur; j : 298. Sim : 0.3033467; No similar. 
 noticiaun primer inventario plantas medicinales palmira cerrito unpalmira labelurl via unimedios  ; j : 299. Sim : 0.32631496; No similar. 
 rt oaduniandes ayeryhoy costado oriental bloque b primer edificio adquirido uniandes throwbackthurs; j : 300. Sim : 0.1611653; No similar. 
 vigilar inversion dineros destinados pos conflicto contralor edgardo maya corrupcionyposconflicto  ; j : 301. Sim : 0.16758794; No similar. 
 noticiaun colegio putumayo aprenden reciclar aprovechar residuos unpalmira labelurl via unimedios  ; j : 302. Sim : 0.34585634; No similar. 
 paraleer limpian residuos cianuro deja mineria oro labelurl unperiodico via unimedios labelurl  ; j : 303. Sim : 0.35717246; No similar. 
 rt oaduniandes ayeryhoy vista bloque rgc actualmente facultad derecho uniandes throwbackthursday la; j : 304. Sim : 0.26030478; No similar. 
 falso raiz suspension aspersion area crecido cultivos ilicitos ediazur foroungasscol  ; j : 305. Sim : 0.29719633; No similar. 
 colombia alcanza ano 21 universidades rank sir scimago felixdemoya rankinguniversidades labelurl  ; j : 306. Sim : 0.38209406; No similar. 
 rt labfinanzasur labfinanzasur hblabfinur andre lapponi bloomberg habla diferentes indicadores plat; j : 307. Sim : 0.15081692; No similar. 
 rt inguniandes directo periscope vamos ganarle bici carroelectrico behrentz carrerademodos semanade; j : 308. Sim : 0.20410281; No similar. 
 buenasnoticias estudiantes construyen carro electrico amigable medio ambiente via caracolradio labe; j : 309. Sim : 0.29219633; No similar. 
 tonelada ayuda mocoa comunidad universitaria dono 1131 kilogramos ayuda especie labelurl  ; j : 310. Sim : 0.17449053; No similar. 
 noticiaun colombia francia trabajan ciudades sostenibles dreunal ciicofrfibog francecolombia labelu; j : 311. Sim : 0.530264; Baja. 
 detroit reporta elizabeth cabra decana usingenieria ambiente previo competencia hoy labelurl  ; j : 312. Sim : 0.27305013; No similar. 
 llegado tener 15 pib inversion publica guillaumelong logrosyretosecuador cancilleriaec embajadaecuc; j : 313. Sim : 0.24681614; No similar. 
 noticiaun trazan ruta turistica revivir epoca dorado unmanizales labelurl via unimedios  ; j : 314. Sim : 0.49716458; No similar. 
 programa reproduccion cautiverio caiman llanero funciona estacion biologia tropical roberto labelur; j : 315. Sim : 0.35275626; No similar. 
 salud antibacteriales heroes villanos jgorthos director general clinunisabana via espectadorblogs l; j : 316. Sim : 0.22493556; No similar. 
 carrera uniandes busca consolidar beca deportista labelurl mepongolostenis bludeportes senaldeporte; j : 317. Sim : 0.27158034; No similar. 
 noticiaun trabaja poblacion san andres mitigar impacto otto labelurl via unimedios  ; j : 318. Sim : 0.4905038; No similar. 
 elretodelajep deben adoptar medidas apropiadas juzgados procesados condenados responsables carlosho; j : 319. Sim : 0.075577036; No similar. 
 cultura ciudadana enriquepenalosa afirma trabaja machismo embarazo adolescente bloqueo interseccion; j : 320. Sim : 0.09196676; No similar. 
 genera trancones numero carros sino numero viajes longitud viajes enriquepenalosa  ; j : 321. Sim : 0.2392716; No similar. 
 ataque zombi unisabana ven contagiate comsabana edificio k primer piso opencampus2017 labelurl  ; j : 322. Sim : 0.35344538; No similar. 
 articulo unperiodico crisis energetica oculta problemas estructurales resolver labelurl via unimedi; j : 323. Sim : 0.36260337; No similar. 
