Modulo nnlm-es-dim128-with-normalization-2
Topicos : eafit hoy rector be paz juan manana esperamos universidad conferencia luis 
 rt edtechtimes can learn be use for good dr obdulio velasquez rector of unisabana in colombia think; j : 1. Sim : 0.45030624; No similar. 
 caminando palabra paz 100 anos despues acto fundador diplomacia indigena colombia labelurl  ; j : 217. Sim : 0.5729246; Baja. 
 hoyeneafit auditorio fundadores recibe sam farley antonio arnedo presentacion album home labelurl  ; j : 218. Sim : 0.51817304; Baja. 
 empatia asertividad actitudes testigos bully pueden detener agresiones rede sociales enriqu labelur; j : 219. Sim : 0.19982733; No similar. 
 movilidad finalmente hace ciudad podemos pensarla accion externa juan pablo osp labelurl  ; j : 220. Sim : 0.55642533; Baja. 
 betoryr saludos si semana aplica medida pico placa cobro parqueadero campus  ; j : 221. Sim : 0.26085678; No similar. 
 eafitenses manana entra servicio nueva porteria peatonal parque guayabos avenida vegas labelurl  ; j : 222. Sim : 0.29214013; No similar. 
 cortometraje cuenta historia cecilia quiroga zona rural puente nacional santander disfrutelo labelu; j : 223. Sim : 0.29344007; No similar. 
 hoy mapa objetivo claro docencia queremos hacer enfasis experiencia universitaria juan labelurl  ; j : 224. Sim : 0.5632266; Baja. 
 pierdan proximo martes 25 julio primera proyeccion serieclub cuatro ojos esperamos labelurl  ; j : 225. Sim : 0.42935765; No similar. 
 deuda social salda solamente crecimiento economico debe haber decisiones distributivasclaralopezobr; j : 226. Sim : 0.2901835; No similar. 
 hoy aqui decimos mundo ciudad pujante juan luis mejia inicio asamblea labelurl  ; j : 227. Sim : 0.7264253; Media. 
 hoy present mesa trabajo seguridad construccion paz region sabana centro iniciati labelurl  ; j : 228. Sim : 0.5103139; Baja. 
 rt marioacajas 8 be esperamos foro reforma constitucional separacion poderes usergioarboleda unisab; j : 229. Sim : 0.43339777; No similar. 
 mas influyente tramposo dana percepcion colaboracion abre consigna deje ser bobo labelurl  ; j : 230. Sim : 0.5027227; Baja. 
 atencion cierre universidad eafit avenida vegas implosion bloque 31 ver mas labelurl  ; j : 231. Sim : 0.43944445; No similar. 
 encuentro propicia dialogo plural construir paz jorge giraldo decano escuela humanidades  ; j : 232. Sim : 0.60925364; Baja. 
 programese 7a version festival teatro andes comparsas danza musica circo campus labelurl  ; j : 233. Sim : 0.2956204; No similar. 
 hoyeneafit auditorio fundadores recibe grupo danza urbana movimiento danza presentacion caos labelu; j : 234. Sim : 0.27357274; No similar. 
 programese 7a version festival teatro andes comparsas danza musica circo campus labelurl  ; j : 235. Sim : 0.2956204; No similar. 
 gracias estudiantes profesores empleados aportaron construccion nuevo espacio juan luis mejia  ; j : 236. Sim : 0.48895532; No similar. 
 aumentar cupos educacion superior menos 35 mil cupos diversas maneras enriquepenalosa  ; j : 237. Sim : 0.2170789; No similar. 
 rt policiacolombia auditorio fundadores eafit medellin debate codigodeconvivencia vivir paz general; j : 238. Sim : 0.518316; Baja. 
 hoyeneafit haymedellin17 participacion harkaitz cano conversacion esteban carlos mejia ver mas labe; j : 239. Sim : 0.5360078; Baja. 
 rt admonurosario reto colombia promover ambiente confianza poder trabajar economias mikaeldamberg v; j : 240. Sim : 0.34573126; No similar. 
 esperamos manana foro importancia bosques restauracion ecologica 900 be 100 pm labelurl  ; j : 241. Sim : 0.5897927; Baja. 
 ninguna campana presente hoja vida tampoco tenia ningun requisito posesionarme enriquepenalosa  ; j : 242. Sim : 0.34129024; No similar. 
 nunca harry quebert nadie tome decisiones debemos ser propios harry quebert labelurl  ; j : 243. Sim : 0.2005781; No similar. 
 directivos hacemos buen uso correo electronico reflexion ciro gomez profesor inalde labelurl  ; j : 244. Sim : 0.4533545; No similar. 
 juan david escobar coordinador centro pensamiento estrategico eafit analiza desarrollo crisis  ; j : 245. Sim : 0.57634616; Baja. 
 primeros 40 anos vienen seran mas felices juan luis mejia arango labelurl  ; j : 246. Sim : 0.566558; Baja. 
 rt julianhuertasc primera defensa tesis maestria derechointernacional monismo moderado corte c maes; j : 247. Sim : 0.33214197; No similar. 
 trabajar pagar lavadora descubra historia familia zona rural puente nacional colombi labelurl  ; j : 248. Sim : 0.19252086; No similar. 
 ser mujer indigena lucha diaria victimas racismo estereotipos natasha kanape haymedellin17  ; j : 249. Sim : 0.17050767; No similar. 
 hoyeneafit esperamos conferencias ciclosiete partir 900 be bloque 38101 ver mas labelurl  ; j : 250. Sim : 0.448755; No similar. 
 seminario educacion motor construccion paz sigalo vivo 26 octubre 800 be labelurl  ; j : 251. Sim : 0.5527331; Baja. 
 rt inalde impacto apuesta unisabana debe generar sostenibilidad regional obduliovp universidadyempr; j : 252. Sim : 0.15017465; No similar. 
 rt marianabeur amo iniciativas mibicipostobon unomastodosco 90 becarios nueva forma llegar unisaban; j : 253. Sim : 0.23663245; No similar. 
 uniandes nueva pagina web mas agil navegacion basada experiencia movil conozcala labelurl  ; j : 254. Sim : 0.34786767; No similar. 
 rt areametropol construccion plan integral seguridad convivencia metropolitano acompanan uncolombia; j : 255. Sim : 0.4274977; No similar. 
 uniandes nueva pagina web mas agil navegacion basada experiencia movil conozcala labelurl  ; j : 256. Sim : 0.34786767; No similar. 
 derecho psicologia musica capital comunicacion transmedia tambien integran paginas presentan hoy la; j : 257. Sim : 0.43965957; No similar. 
 eafit expone historia medellin antioquiaa traves obra jorge cardenas estan invitados labelurl  ; j : 258. Sim : 0.4731824; No similar. 
 empresa debe ser innovadora tambien cambiante asi convierte empresa sostenible gruposura labelurl  ; j : 259. Sim : 0.20656209; No similar. 
 invitamos 200 pm conferencia situacion actual palestina cargo raouf almalki embajador d labelurl  ; j : 260. Sim : 0.4328646; No similar. 
 hoyeneafit esperamos 1000 be 700 pm trueque literario libro abierto falte labelurl  ; j : 261. Sim : 0.42380893; No similar. 
 continuan conferencias ciclosiete eafit esperamos manana partir 900 be ver mas labelurl  ; j : 262. Sim : 0.6187918; Baja. 
 rt inguniandes gruposur uniandes cargo capitulo movilidad informecalidadvida bogotacomovamos hoy 8a; j : 263. Sim : 0.15812059; No similar. 
 hoy eafit rindio homenaje siembra guayacan honor memoria fernando maiz amigos  ; j : 264. Sim : 0.53397125; Baja. 
 rt economiauandes entrevista decano economia universidad andes juan camilo cardenas via larepublica; j : 265. Sim : 0.6411294; Baja. 
 elca conto etapa 2017 12 grupos operativos 51 encuestadores 15 evaluadoras labelurl  ; j : 266. Sim : 0.10969179; No similar. 
 rt inalde todas universidades impacto regional obduliovp rector unisabana foro universidadyempresa ; j : 267. Sim : 0.3365875; No similar. 
 hoy partir 830 be pierdas transmision vi foro alianza universitaria paz labelurl  ; j : 268. Sim : 0.52511746; Baja. 
 todavia tiempo proximo lunes pueden inscribirse festival musica camara arcos eafit labelurl  ; j : 269. Sim : 0.49838918; No similar. 
 rt educaunisabana gusto compartir primer encuentro graduados maestria direccion instituciones educa; j : 270. Sim : 0.49956062; No similar. 
 viernes estan invitados leccion inaugural escuela derecho partir 1000 be audit labelurl  ; j : 271. Sim : 0.5442394; Baja. 
 rt uvonhumboldt pasara turismo proximos 10 anos conferencia eafit armenia apoya uvonhumboldt labelu; j : 272. Sim : 0.38776878; No similar. 
 cuatro cada 10 litros agua potable producen colombia pierdeneducaunisabana via larepublicape labelu; j : 273. Sim : 0.17277397; No similar. 
 etica fuerza crear empresas sostenibles almorsal director profesor direccion personas inalde labelu; j : 274. Sim : 0.26557273; No similar. 
 rt vocesrcn realidad indica vamos mas cerca 2 crecimiento economico 3 porcentaje alto regio  ; j : 275. Sim : 0.24884146; No similar. 
 santinofdez saludos lamentablemente presenta dificultad tecnica servicio sugerimos abrir ventanas s; j : 276. Sim : 0.18359314; No similar. 
 campusglobaleafit profesores mauricio velasquez luis gomez diego montoya hablan premios oscar  ; j : 277. Sim : 0.4919304; No similar. 
 dinamica empresarial servicios educativos ubicacion geografica potencial fortalezas region sabanace; j : 278. Sim : 0.34925264; No similar. 
 tal opciones punto verde esperamos hoy pruebes deliciosas opciones nueva carta  ; j : 279. Sim : 0.23771128; No similar. 
 publicos 5 anos 90 edificio va tener nuevos servicios thomas treutler livelanguages  ; j : 280. Sim : 0.38862085; No similar. 
 ex minhacienda guillermo perry conversatorio futuro economico social pais paz elfuturodecolombia la; j : 281. Sim : 0.47650558; No similar. 
 rt comsabana esperamos 7 be auditorio david mejia velilla unisabana iniciar jornada periodista  ; j : 282. Sim : 0.5869132; Baja. 
 vamos frente avance crisis ambiental climatica asedia naomi klein thomas pikkett labelurl  ; j : 283. Sim : 0.2917295; No similar. 
 fisiologicamente ataren varias personas entonces pensar recompensa mayor tatiana manrique dementesc; j : 284. Sim : 0.09064867; No similar. 
 orden autoridad bienestar defensa valores pilares eventual asamblea constituyente aordonezm lospres; j : 285. Sim : 0.2945097; No similar. 
 trabajar pagar lavadora descubra historia familia zona rural puente nacional colombia labelurl  ; j : 286. Sim : 0.22687057; No similar. 
 ahora obduliovp hablara panel foro universidadyempresa desafios oportunidades relacion universidad ; j : 287. Sim : 0.4517954; No similar. 
 arte artistas derecho cualquier ser humano hacernos conscientes relacion realidad n montero  ; j : 288. Sim : 0.18760973; No similar. 
 momento pais estudiantes nuevo protagonistas asi sucedio 1991 pedimos mas democracia  ; j : 289. Sim : 0.4852708; No similar. 
 rt joannaprieto gusto compartir tarima sergiollanoa jjlarrea mauriciojaramil jecubix diplomado unis; j : 290. Sim : 0.17218211; No similar. 
 rt fredyavilam exito clave felicidad felicidad clave exito obduliovp rector unisabana comsabana  ; j : 291. Sim : 0.33674094; No similar. 
 rt museodantioquia gracias coedicion fondo editorial eafit presentamos libro basado intimo document; j : 292. Sim : 0.17550789; No similar. 
 hoyeneafit rector juan luis mejia arango presenta informe gestion logros 2016 labelurl  ; j : 293. Sim : 0.69859755; Media. 
 rt admonurosario escuela administracion da bienvenida nuevos estudiantes hoy inicia reto 5 anos lab; j : 294. Sim : 0.49489823; No similar. 
 rt ctaunisabana felicitamos nuevos magister unisabana informatica educativa proyectos educativos me; j : 295. Sim : 0.2730629; No similar. 
 marzo 2017 usbmed eafit estaran unidas nueva maestria docencia educacion superior labelurl  ; j : 296. Sim : 0.4848833; No similar. 
 destapando olla informe sombra seguimiento intervencion bronx 25 mayo 500 pm labelurl  ; j : 297. Sim : 0.27122378; No similar. 
 momento eafit damos inicio multilatinas chilenas alianza pacifico claudio thieme phd labelurl  ; j : 298. Sim : 0.4182493; No similar. 
 destapando olla informe sombra seguimiento intervencion bronx 25 mayo 500 pm labelurl  ; j : 299. Sim : 0.27122378; No similar. 
 rt inalde inalde gran comunidad directivos mas 5000 egresadosluis carlos bravo universidadyempresa ; j : 300. Sim : 0.2335272; No similar. 
 rt psicosabana1 felicitamos nuevas psicologas psicosabana1 unisabanadoble titulacion unicatt trabaj; j : 301. Sim : 0.06621557; No similar. 
 rt inguniandes videohoy recordamos uniandes queremos bicicleta diasincarro 2017 480 bicis reco  ; j : 302. Sim : 0.1367609; No similar. 
 rt opusdeicolombia carta prelado 4 junio 2017 labelurl familias salen adelante unidas ayudan famili; j : 303. Sim : 0.20894127; No similar. 
 rt acimedellin do premios nobel economia estaran juntos medellin labelurl via eafit desarrollomed l; j : 304. Sim : 0.5024429; Baja. 
 negociacion corea depende corea sur deje alianza unidos camilo perez restrepo labelurl  ; j : 305. Sim : 0.46010542; No similar. 
 agendauniandes mindfulness yoga oportunidades construccion paz 19 mayo 2017 730 be labelurl  ; j : 306. Sim : 0.44790387; No similar. 
 preparate traer manana residuos posconsumo campana recoleccion unbogota partir 700 be labelurl  ; j : 307. Sim : 0.43694922; No similar. 
 rt fcardioinfantil integrar urosarionews fcardioinfantil unico equipo multidisciplinario podemos lo; j : 308. Sim : 0.32305667; No similar. 
 hoy colectivo artistico cuerpo habla rindio homenaje debora arango campus eafit  ; j : 309. Sim : 0.48187548; No similar. 
 eafit larga tradicion mercadeo servicio pais manuel acevedo decano escuela ad labelurl  ; j : 310. Sim : 0.5784741; Baja. 
 proyecto tumaco ilustrado acerca jovenes bachilleres tumaco panorama universitario mediante difere ; j : 311. Sim : 0.24432246; No similar. 
 hoy 500 pm parqueadero edif uriel gutierrez jornada donacion sangre esperamos labelurl  ; j : 312. Sim : 0.53198844; Baja. 
 sabana centro vamos presenta momento primer informe calidad vida sabana centro labelurl  ; j : 313. Sim : 0.15430148; No similar. 
 comfama hacer distinciones justicia transicional crimenes lesa humanidad puede haber impunidad  ; j : 314. Sim : 0.2704184; No similar. 
 rt educaunisabana inicio conferencia virtual integrar familia escuela reto educadores unete unisaba; j : 315. Sim : 0.34358013; No similar. 
 rt unomastodosco estudiantes serpilopaga unisabana llegaran mas rapido clase ahorraran dinero mibic; j : 316. Sim : 0.35460338; No similar. 
 primera universidad colombia suscribe politica expresa frente acceso abierto malgorzata2505 accesoa; j : 317. Sim : 0.4262155; No similar. 
 cambio climatico puede hacernos perder zonas ambientales importantes pronto politica tema labelurl ; j : 318. Sim : 0.27963477; No similar. 
 rt unisabanaradio crecimiento economico colombia sera cercano 2 fernando quijano director larepubli; j : 319. Sim : 0.5474984; Baja. 
 universidad nueva york estudiaba ciudad mundo mas densificado lejos bogota enriquepenalosa  ; j : 320. Sim : 0.42506978; No similar. 
 proximos 20 anos creatividad sera competencia mas importante universitario francesco ubertini label; j : 321. Sim : 0.5086198; Baja. 
 rt conectateu recomendado ultimo ethejournal analyze interactions in graduatelevel academic faceboo; j : 322. Sim : 0.297467; No similar. 
 tal si manana buscamos medio venir u invitamos unirse sosporelaire ver mas labelurl  ; j : 323. Sim : 0.36206582; No similar. 
 hoy cierre haymedellin17 cargo crewpeligrosos plazoleta estudiante entrada libre ver mas labelurl  ; j : 324. Sim : 0.33498856; No similar. 
 universidad eafit realiza mision academica japon colaboracion universidad meiji via cancilleriacol ; j : 325. Sim : 0.60885173; Baja. 
 cumplen 500 anos reforma protestante nadie colombia tomado palabra jorge giral labelurl  ; j : 326. Sim : 0.49093077; No similar. 
 animo contribuir creacion familia siglo xxi eafit hizo parte desarrollo morula labelurl  ; j : 327. Sim : 0.45112738; No similar. 
 rt comestrategicam profesora agrivalca da inicio leccion inaugural periodo 20172018 comestrategicam; j : 328. Sim : 0.40920657; No similar. 
 huggerisland magico simple gracias eafit eafitegresados compartir sueno lee articulo completo  ; j : 329. Sim : 0.45001; No similar. 
 rector eafit felicito hoy eafitidiomas educacion continua eafit obtener reacreditacion accet labelu; j : 330. Sim : 0.5853083; Baja. 
 eafit invita primer festival musica camara arcos eafit inscribanse 10 julio labelurl  ; j : 331. Sim : 0.43802598; No similar. 
 ctaunisabana padres estudiante maestria informatica educativa pamela ortiz acompanan presentacion t; j : 332. Sim : 0.4134658; No similar. 
