Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia via 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.3442866; No similar. 
 eventosclavedelajornadaneeuu 715 cambios nominas privadas adp sepneeuu 900 indice ism manufact labe; j : 212. Sim : 0.38134632; No similar. 
 albertoabello director biblioteca luis angel arango artista ruby rumie participaron panel labelurl ; j : 213. Sim : 0.2742275; No similar. 
 top 3 impacto economicotasa desempleo eeuu mantuvo estable marzotrump propone nuevos aranceles labe; j : 214. Sim : 0.29686078; No similar. 
 ben inflacion objetivo economias emergentes espebanrep autor documenta descenso tasa infl labelurl ; j : 215. Sim : 0.49885017; No similar. 
 andrespardoa expectativas inflacion 1 ano analistas implicitas mercado aumentaron relacion mes prev; j : 216. Sim : 0.4937546; No similar. 
 eventosclavedelajornadademananan colombia 1900 inflacionn zona euro 400 markit pmi servicios n eeuu; j : 217. Sim : 0.5198392; Baja. 
 mauricio reina comparte perspectivas economicas acerca aumento tasas eeuu dolar colombia labelurl  ; j : 218. Sim : 0.53432536; Baja. 
 eventosclavedelajornadademananan zona euro 400 markit pmi manufactureron eeuu 830 peticiones inicia; j : 219. Sim : 0.34665114; No similar. 
 ir juntos comenzar mantenerse juntos progresar trabajar juntos triunfar henry ford  ; j : 220. Sim : 0.07932109; No similar. 
 eventosclavedelajornadademananan zona euro 400 markit pmi manufactureron eeuu 830 peticiones inicia; j : 221. Sim : 0.34665114; No similar. 
 fondosdepension periodo considerado 20132017 437000 personas jubilaron regimen publico recibieron d; j : 222. Sim : 0.30831012; No similar. 
 bsabia usted puede hacer comentarios proyecto regulacion compendio modificacion regimen cambios lab; j : 223. Sim : 0.4506783; No similar. 
 informesobreinflacion varios choques transitorios podrian elevar inflacion encima meta primer seme ; j : 224. Sim : 0.3195576; No similar. 
 bsabia usted puede hacer comentarios proyecto regulacion compendio modificacion regimen cambios lab; j : 225. Sim : 0.4506783; No similar. 
 informesobreinflacion varios choques transitorios podrian elevar inflacion encima meta primer seme ; j : 226. Sim : 0.3195576; No similar. 
 andrespardoa colombia nueva encuesta gallupnn1ra vueltanzuluaga 293nsantos 29nn2da vueltanzuluaga 4; j : 227. Sim : 0.38107893; No similar. 
 andrespardoa solo 07 increible americaeconomia expertos reducen 070 proyeccion crecimiento brasil l; j : 228. Sim : 0.4745661; No similar. 
 estimamos inflacion registraria menor volatilidad mayor indexacion bajo nueva metodologia mantenemo; j : 229. Sim : 0.39858347; No similar. 
 sabia usted puede hacer comentarios proyecto regulacion pr dodm005 metodologia calculo labelurl  ; j : 230. Sim : 0.5024767; Baja. 
 estimamos inflacion registraria menor volatilidad mayor indexacion bajo nueva metodologia mantenemo; j : 231. Sim : 0.39858347; No similar. 
 sabia usted puede hacer comentarios proyecto regulacion pr dodm005 metodologia calculo labelurl  ; j : 232. Sim : 0.5024767; Baja. 
 colmundoradio portaldeportivo presentacion atletas porveniroficial listos temporada 2019nobjetivos ; j : 233. Sim : 0.31471133; No similar. 
 eventosclavedelajornadademanananzona euro reunion politica monetaria banco central europeon zona eu; j : 234. Sim : 0.45469233; No similar. 
 andrespardoa anuncios hoy mas inyecciones liquidez eurozona dolar colombia ubico nivel mas bajo  ; j : 235. Sim : 0.5804215; Baja. 
 andrespardoa colombia ventas vivienda aumentaron 34 primer trimestre 2014 labelurl via portafolioco; j : 236. Sim : 0.5758755; Baja. 
 factor clave va determinar futuro financiero economia clave filosofia jim rohn labelurl  ; j : 237. Sim : 0.37024245; No similar. 
 andrespardoa colombia economia crecio 43 segundo trimestre 2014 debajo pronostico 49  ; j : 238. Sim : 0.59209985; Baja. 
 top 3 impacto economico inflacion reino unido ubico encima esperado bonos tesoro 1 labelurl  ; j : 239. Sim : 0.38928786; No similar. 
 banrepcultural hoy varios medios locales visitaron nuevo banrepcultural buenaventura esperamos mana; j : 240. Sim : 0.18268885; No similar. 
 andrespardoa parte 1 charla bvccolombia economias eeuu europa japon enorme liquidez global labelurl; j : 241. Sim : 0.53162986; Baja. 
 andrespardoa larepublicaco nino impacto precios alimentos energia jose d uribe gerente bancorepubli; j : 242. Sim : 0.64455277; Baja. 
 jaocampo bonanza petrolera genero revaluacion fuerte prolongada freno exportaciones petroleras gene; j : 243. Sim : 0.26435536; No similar. 
 top 3 impacto economicoventa vivienda nueva eeuu cayopartido merkel voto acuerdo coalici labelurl  ; j : 244. Sim : 0.4448873; No similar. 
 mauricio reina investigador asociado fedesarrollo comparte perspectivas acerca nueva criptomoneda v; j : 245. Sim : 0.149724; No similar. 
 hoy 4 pm presentara sucursal quibdo libro estudios sociales pacifico colombiano an labelurl  ; j : 246. Sim : 0.33798087; No similar. 
 mauricio reina investigador asociado fedesarrollo comparte perspectivas acerca nueva criptomoneda q; j : 247. Sim : 0.16883825; No similar. 
 invitamos seguir foro proyecciones economicas 2019 via stream dando clic aqui labelurl  ; j : 248. Sim : 0.5940112; Baja. 
 top 3 impacto economicoinflacion zona euro disminuyo febreroconstruccion vivienda eeuu cayo ma labe; j : 249. Sim : 0.40467754; No similar. 
 invitamos seguir foro proyecciones economicas 2019 via stream dando clic aqui labelurl  ; j : 250. Sim : 0.5940112; Baja. 
 top 3 impacto economicobanco japon mantiene politica monetaria estableinflacion china alcanzo maxim; j : 251. Sim : 0.52022624; Baja. 
 espera presidente eeuu firme dia hoy proyecto bipartidista gasto gobierno aprobado labelurl  ; j : 252. Sim : 0.3955945; No similar. 
 revistadinero economia comercio mundial retoma fuerza luego casi do anos descenso  ; j : 253. Sim : 0.4756518; No similar. 
 genero nueva crisis referente brexit luego presidente parlamento britanico dictaminara qu labelurl ; j : 254. Sim : 0.2717274; No similar. 
 luz nelly 80 mil personas trabajan dia dia colombia voz yosoyavalnlabelurl  ; j : 255. Sim : 0.36017075; No similar. 
 hijo puede ser mejor contador historias siempre ensenes habito lectura diaria labelurl  ; j : 256. Sim : 0.09691046; No similar. 
 andrespardoa importa decision manana banco central europeo puede generar mas presion revaluacion  ; j : 257. Sim : 0.5615203; Baja. 
 hijo puede ser mejor contador historias siempre ensenes habito lectura diaria labelurl  ; j : 258. Sim : 0.09691046; No similar. 
 rafa manjarres compositor tema ausencia sentimental himno festival leyenda vallenata estara n label; j : 259. Sim : 0.22047906; No similar. 
 bel bancorepublica ofrece ninos jovenes divertida actividad taller ahorro incluye juegos d labelurl; j : 260. Sim : 0.36277416; No similar. 
 iniciar propio negocio prioridad conectate hoy 400 pm facebook live empre labelurl  ; j : 261. Sim : 0.32426748; No similar. 
 andrespardoa colombia minhacienda descarta venta 10 ecopetrol sugirio vargas llerasnlabelurl via r ; j : 262. Sim : 0.5691898; Baja. 
 top 3 impacto economicoangela merkel enfrenta mayor presion solucionar problema migratoriobanco ing; j : 263. Sim : 0.21698716; No similar. 
 parlamento britanico voto aprobo lunes proponer alternativas brexit tras continuacion nega labelurl; j : 264. Sim : 0.4112677; No similar. 
 andrespardoa hoy congresofiapasofondos panel analisis coyuntura economica marcela eslava profesora ; j : 265. Sim : 0.51644325; Baja. 
 top 3 impacto economicocanada elogia avances reglas autos naftase deterioro confianza sec labelurl ; j : 266. Sim : 0.30191398; No similar. 
 ben momento damos inicio xviii foro proyecciones economicas 2019 atencion volante labelurl  ; j : 267. Sim : 0.51968646; Baja. 
 andrespardoa analisis efecto inflacionario tendria propuesta reforma tributaria comision expertos h; j : 268. Sim : 0.5779731; Baja. 
 andrespardoa analisis portafolioco ultimas decisiones politica monetaria colombia reino mayorias ht; j : 269. Sim : 0.72615224; Media. 
 analistas mercado financiero pueden participar rueda prensa dara hoy finalizar reunio labelurl  ; j : 270. Sim : 0.3516349; No similar. 
 andrespardoa asi publico analisis portafolioco ultimas decisiones politica monetaria colombia eeuu ; j : 271. Sim : 0.76305497; Media. 
 andrespardoa manana esperen analisis efecto inflacionario tendria propuesta reforma tributaria comi; j : 272. Sim : 0.6006904; Baja. 
 mgafarog agrego deben corregir diversas fallas mercado altos costos busqueda compradores labelurl  ; j : 273. Sim : 0.2581752; No similar. 
 hoy rueda prensa jdbr tiempo real comienza tan pronto termine reunion labelurl  ; j : 274. Sim : 0.2613142; No similar. 
 quiere saber banco republica colombia controla inflacion salga dudas abrir cerrar labelurl  ; j : 275. Sim : 0.41484755; No similar. 
 top 3 impacto economicopresidente trump impide venta qualcommdeficit gobierno eeuu aumento fe label; j : 276. Sim : 0.33829835; No similar. 
 andrespardoa indicadores ocde sugieren economia mundial crecera 2014 labelurl via wsjamericas norma; j : 277. Sim : 0.6504037; Baja. 
 andrespardoa colombia aunque bancorepublica sorprendio subiendo tasa inter opinion hora hacerlo lab; j : 278. Sim : 0.6446895; Baja. 
 maria victoria 80 mil personas trabajan dia dia colombia voz yosoyavalnlabelurl  ; j : 279. Sim : 0.40928265; No similar. 
 andrespardoa colombia problema subida tasas hizo bancorepublica senales venia dando http  ; j : 280. Sim : 0.69654876; Media. 
 mloreguti bienvenido joseilopez corficolombiana encanta haga parte grupo humano comprometido desarr; j : 281. Sim : 0.24307685; No similar. 
 fruto gestion direccion red bibliotecas senora mercedes barcha garcia marquez dono labelurl  ; j : 282. Sim : 0.55262023; Baja. 
 si oferta producto demasiado alta precio tiende bajar lado oferta produc labelurl  ; j : 283. Sim : 0.22797783; No similar. 
 borradordeeconomia 1026 daisy j pacheco santiago d segovia ana m yaruro labelurl haganos saber pien; j : 284. Sim : 0.3461839; No similar. 
 top 3 impacto economico mercado accionario inicia semana recuperacion opep preve mercado p labelurl; j : 285. Sim : 0.44902876; No similar. 
 top 3 impacto economicoalemania quiere ayudar empresas seguir haciendo negocios iranbanco central l; j : 286. Sim : 0.20603813; No similar. 
 eventosclavedelajornadaneeuu 730 indice manufactura empire ago ncolombia 1000 indice confianza labe; j : 287. Sim : 0.4988509; No similar. 
 adonde ira dolar 2019nnmauricio reina investigador asociado fedesarrollo comparte perspectiv labelu; j : 288. Sim : 0.21279354; No similar. 
 eventosclavedelajornadademananan ee uu indice precios productorn zona euro votacion brexit labelurl; j : 289. Sim : 0.47349072; No similar. 
 andrespardoa analisis tasas inter negativas bonos economias desarrolladas efecto tes labelurl  ; j : 290. Sim : 0.5266626; Baja. 
 eventosclavedelajornadademananan zona euro 0400 indice actividad economica markit pminovneeuu 09 la; j : 291. Sim : 0.49952582; No similar. 
 andrespardoa bailan tangomi analisis d hoy portafolioco devaluacion peso argentino labelurl htt  ; j : 292. Sim : 0.5151259; Baja. 
 eventosclavedelajornadanzona euro 0400 indice precios productor agoneeuu 0900 gasto construcc label; j : 293. Sim : 0.37908214; No similar. 
 laudestereo exposicion bordo navio esclavista marieseraphique construccion memoria epocas colonia  ; j : 294. Sim : 0.48551333; No similar. 
 charla resumida andrespardoa bvccolombia liquidez turbulencia emergentes dolar tasas inter labelurl; j : 295. Sim : 0.49035227; No similar. 
 top 3 impacto economicobanco inglaterra mantuvo estable tasa interesinflacion mexico desacele label; j : 296. Sim : 0.3812102; No similar. 
 andrespardoa panico ajeno analisis actual turbulencia mercados emergentes efecto colombia labelurl ; j : 297. Sim : 0.5338261; Baja. 
 eventosclavedelajornadaneeuu 0730 produccion industrial jul ncolombia 1100 crecimiento pib 2tnco la; j : 298. Sim : 0.43702346; No similar. 
 eventosclavedelajornadademanananzona euro 400 markit pmi manufactureronzona euro 500 tasa desempleo; j : 299. Sim : 0.29739878; No similar. 
 top 3 impacto economicounion europa eeuu alcanzaron consenso arancelesindices confianza industr lab; j : 300. Sim : 0.39562944; No similar. 
 top 3 impacto economicoactividad economica colombia da senales moderadas recuperacion eneroprecios ; j : 301. Sim : 0.55721563; Baja. 
 espebanrep 89 distorsiones institucionales diferencias factor agregados potencial agricola expropia; j : 302. Sim : 0.35089934; No similar. 
 eventosclavedelajornadademanananzona euro 400 markit pmi manufactureronzona euro 500 tasa desempleo; j : 303. Sim : 0.29739878; No similar. 
 andrespardoa columna portafolioco riesgo deflacion eurozona esperabamos mas medidas estimulo http  ; j : 304. Sim : 0.6030614; Baja. 
 andrespardoa porquenosubirtasas subio riesgo desaceleracion economica profundizado incluido consumo; j : 305. Sim : 0.45933214; No similar. 
 andrespardoa analisis recientes acontecimientos politica monetaria paises desarrollados estimulo ah; j : 306. Sim : 0.62959945; Baja. 
 mas comentarios analisis coyuntura macroeconomica recomendamos seguir andrespardoa gerente investig; j : 307. Sim : 0.487257; No similar. 
 andrespardoa revaluacion volvio dolar puede caer mas labelurl via eltiempo comentarios mios  ; j : 308. Sim : 0.57431465; Baja. 
 seguirle pulso economia recomendamos seguir twitter andrespardoa gerente investigaciones economicas; j : 309. Sim : 0.4622686; No similar. 
 top 3 impacto economicoactividad manufacturera china crecio mayor ritmo mayocrecimiento pib labelur; j : 310. Sim : 0.3329826; No similar. 
 andrespardoa expectativas inflacion eurozona acentuan caida presion mas estimulo monetario labelurl; j : 311. Sim : 0.6531459; Baja. 
 eventosclavedelajornadanzona euro 400 produccion industrial julneeuu 400 indice precios producto la; j : 312. Sim : 0.41546786; No similar. 
 top 3 impacto economicomedida inflacion basica eeuu aumentoproduccion manufacturera chile cayo mas ; j : 313. Sim : 0.52822536; Baja. 
 mauricio reina investigador asociado fedesarrollo explica impacto economico gobierno donaldtrump la; j : 314. Sim : 0.29871944; No similar. 
 andrespardoa motor aleman economia eurozona crecio 0 2do trimestre labelurl normalizacion mone  ; j : 315. Sim : 0.61179423; Baja. 
 andrespardoa columna portafolioco riesgo deflacion eurozona importancia mas medidas combatirla htt ; j : 316. Sim : 0.509847; Baja. 
 danielmcdean gente pone alma dono dono sayidsanchez fergicienta briesgamb movamonosporteleton  ; j : 317. Sim : 0.1826421; No similar. 
 andrespardoa vuelta analisis espera politica monetaria colombia proximos trimestres http  ; j : 318. Sim : 0.7239849; Media. 
 top 3 impacto economicoactividad economica colombia da senales moderadas recuperacionprecios petro ; j : 319. Sim : 0.5584857; Baja. 
 andrespardoa ucrania solicita paquete rescate financiero fmi wsjmarkets break imf  ; j : 320. Sim : 0.40355805; No similar. 
 portafolioco andrespardoa columna hoy portafolioco tasas inter negativas mundo desarrollado labelur; j : 321. Sim : 0.4628237; No similar. 
 cuidemosmas utiliza bombillas bajo consumo ahorraras 75 energia cuida planeta labelurl  ; j : 322. Sim : 0.14982542; No similar. 
 funcionara criptomoneda descubra perspectivas economicas mauricio reina frente tema haciendo c labe; j : 323. Sim : 0.38548025; No similar. 
 banrepcultural mincultura comisionadopaz justiciaypazcol equipopazgob sejep posconflictoco conversa; j : 324. Sim : 0.09313731; No similar. 
 asi salio publicado analisis version impresa ayer portafolioco hora andrespardoa labelurl  ; j : 325. Sim : 0.52201617; Baja. 
 top 3 impacto economicopresidente espana presionado convocar eleccionesbanco central europeo mant l; j : 326. Sim : 0.23983689; No similar. 
 runningcol jeissonsubo campeon centroamericano caribe orgullo colombiano equipo porveniroficial equ; j : 327. Sim : 0.38074967; No similar. 
