Modulo nnlm-es-dim128-with-normalization-2
Topicos : caso dm gracias bancorepublica atentos quedamos datos area colaborarte envianos saludos encargada contacto 
 julianabdiaz lugar evento cambiado realizara hotel radisson avenida 60 2299 salon ar total bogota d; j : 1. Sim : 0.2773951; No similar. 
 banco republica busca estudiantes universitarios pregrado destacados desempeno academico habi label; j : 217. Sim : 0.12893642; No similar. 
 miembros juntabanrep acuden hoy congreso republica atendiendo citacion comisiones econom labelurl  ; j : 218. Sim : 0.21812408; No similar. 
 bconozca presentacion cartagena libre pobreza extrema realizada codirector ameisel foro labelurl  ; j : 219. Sim : 0.22580275; No similar. 
 banco republica busca estudiantes universitarios pregrado destacados desempeno academico habi label; j : 220. Sim : 0.12893642; No similar. 
 miembros juntabanrep acuden hoy congreso republica atendiendo citacion comisiones econom labelurl  ; j : 221. Sim : 0.21812408; No similar. 
 banco republica busca estudiantes universitarios pregrado destacados desempeno academico habi label; j : 222. Sim : 0.12893642; No similar. 
 manana 800 amameisel codirector bancorepublica instalara casagrandecarib santamarta siga tr labelur; j : 223. Sim : 0.34175456; No similar. 
 agendese participe seminariosbanrepnbogota 6 marzo basilea iv reformas poscrisis nmayor inform labe; j : 224. Sim : 0.15008509; No similar. 
 banco republica busca estudiantes universitarios pregrado destacados desempeno academico habi label; j : 225. Sim : 0.12893642; No similar. 
 hoy inicia festejo colombianos negros blancos rolos calenos paisas pastusos labelurl  ; j : 226. Sim : -0.0107202055; No similar. 
 sindicatopaisa uninorteco sabe usted denunciar posibles casos corrupcion bancorepublica inf labelur; j : 227. Sim : 0.30659422; No similar. 
 elxastronauta hola juan muchas gracias reporte pasaremos queja area encargada saludos  ; j : 228. Sim : 0.6208702; Baja. 
 bancorepublica junta directiva lamentan fallecimiento empresario antioqueno carlos enrique piedrah ; j : 229. Sim : 0.20515084; No similar. 
 jennifergutiers enviamos caso area encargada gracias permitirnos servirte feliz dia  ; j : 230. Sim : 0.55282044; Baja. 
 lufeviga83 lupe gracias escribirnos envianos caso dm colaborarte quedamos atentos  ; j : 231. Sim : 0.7223279; Media. 
 manana bucaramanga asista seminariosbanrep presentado camilo pecha g entrada libre 09022018 labelur; j : 232. Sim : 0.20747893; No similar. 
 tatroli tatiana gracias escribirnos envianos datos dm colaborarte quedamos atentos  ; j : 233. Sim : 0.7769661; Media. 
 criskmilo hola criskmilo gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 234. Sim : 0.40200388; No similar. 
 diegobaez hola diegobaez gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 235. Sim : 0.4113785; No similar. 
 jandeshoja jaime gracias escribirnos envianos experiencia dm colaborarte quedamos atentos  ; j : 236. Sim : 0.74914455; Media. 
 agmez1 hola agmez1 gracias escribirnos queremos mejorar experiencia necesitamos ayuda favo labelurl; j : 237. Sim : 0.38491905; No similar. 
 emca27 hola emca27 gracias escribirnos queremos mejorar experiencia necesitamos ayuda favo labelurl; j : 238. Sim : 0.37126333; No similar. 
 mrpelafustan hola gracias reporte pasamos queja area encargada mejorar servicio saludos  ; j : 239. Sim : 0.67446697; Media. 
 lilapiace hola lilapiace gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 240. Sim : 0.4221167; No similar. 
 malu1921 hola malu1921 gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labelu; j : 241. Sim : 0.46676385; No similar. 
 marguiomend margarita permitenos ayudarte envianos caso dm colaborarte quedamos atentos  ; j : 242. Sim : 0.64651173; Baja. 
 eardila02 hola eardila02 gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 243. Sim : 0.3762354; No similar. 
 icpaoc hola icpaoc gracias escribirnos queremos mejorar experiencia necesitamos ayuda favo labelurl; j : 244. Sim : 0.3891134; No similar. 
 priestses hola priestses gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 245. Sim : 0.35995698; No similar. 
 mabeljo91 hola mabeljo91 gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 246. Sim : 0.45059857; No similar. 
 emca27 hola emca27 gracias escribirnos queremos mejorar experiencia necesitamos ayuda favo labelurl; j : 247. Sim : 0.37126333; No similar. 
 porrasc hola porrasc gracias escribirnos queremos mejorar experiencia necesitamos ayuda fa labelurl; j : 248. Sim : 0.35659075; No similar. 
 reliche hola reliche gracias escribirnos queremos mejorar experiencia necesitamos ayuda fa labelurl; j : 249. Sim : 0.44095156; No similar. 
 diamahg hola diamahg gracias escribirnos queremos mejorar experiencia necesitamos ayuda fa labelurl; j : 250. Sim : 0.45247114; No similar. 
 camierazo hola camilo permitenos ayudarte envianos caso dm colaborarte quedamos atentos  ; j : 251. Sim : 0.6227547; Baja. 
 merrui buenos dias maria mercedes gracias recomendaciones enviaremos areas respectivas  ; j : 252. Sim : 0.42386183; No similar. 
 diamahg hola diamahg gracias escribirnos queremos mejorar experiencia necesitamos ayuda fa labelurl; j : 253. Sim : 0.45247114; No similar. 
 buna buena chica conoce limit mujer sabe ninguno n marylin monroe  ; j : 254. Sim : 0.12672241; No similar. 
 carlosjulians carl cuentanos caso dm gestionarlo area encargada quedamos atentos  ; j : 255. Sim : 0.65297735; Baja. 
 hoy juega laseleccion rt llenemos tl corazones amarillos azules rojos n  ; j : 256. Sim : 0.12604403; No similar. 
 lauravanegas92 hola laura gracias escribirnos envianos dm caso junto datos contacto labelurl  ; j : 257. Sim : 0.77387404; Media. 
 diofantoo minhacienda sfcsupervisor necesario dejes datos poder remitirte area encargada  ; j : 258. Sim : 0.49502504; No similar. 
 carmartinezp bellealouette bancorepublica cambia divisas realizar operacion usted debera dirigirse ; j : 259. Sim : 0.35200524; No similar. 
 diofantoo minhacienda sfcsupervisor necesario dejes datos poder remitirte area encargada  ; j : 260. Sim : 0.49502504; No similar. 
 selodiceelcoco diego envianos caso datos contacto dm colaborarte quedamos atentos  ; j : 261. Sim : 0.79533696; Media. 
 carmartinezp bellealouette bancorepublica cambia divisas realizar operacion usted debera dirigirse ; j : 262. Sim : 0.35200524; No similar. 
 babylinii hola babylinii gracias escribirnos queremos mejorar experiencia necesitamos ayuda po labe; j : 263. Sim : 0.4194551; No similar. 
 jeinerbogota sfcsupervisor jeiner recibido datos contacto dm colaborarte quedamos atentos  ; j : 264. Sim : 0.6992775; Media. 
 eldramaturgode hola carlos cuentanos caso dm gestionarlo area encargada quedamos atentos  ; j : 265. Sim : 0.65075314; Baja. 
 eygallego erica cuentanos caso envianos datos dm colaborarte quedamos atentos  ; j : 266. Sim : 0.7263434; Media. 
 banca escolar banca central concurso ensayo corto estudiantes respondan pre labelurl  ; j : 267. Sim : 0.10657126; No similar. 
 bbanrepeduca concurso banca escolar banca central escogio semifinalistas conozca cole labelurl  ; j : 268. Sim : 0.13708247; No similar. 
 jhahigueraro bancorepublica vinculo iniciativa r3 busca explorar posibles aplicaciones tecnologia l; j : 269. Sim : 0.35515955; No similar. 
 aflorezdeandrad bellealouette bancorepublica cambia divisas realizar operacion usted debera dirigi ; j : 270. Sim : 0.31968498; No similar. 
 nidiagarcia jefe educacion economica financiera bancorepublica instalo curso avanzado economia labe; j : 271. Sim : 0.32040137; No similar. 
 dijubega luceroclubg asobancaria buenos dias dijubega importante conocer experiencia po labelurl  ; j : 272. Sim : 0.33843353; No similar. 
 juanangarita hola juan cuentanos caso dm gestionarlo area encargada quedamos atentos  ; j : 273. Sim : 0.62231714; Baja. 
 santicoev buenos dias cuentanos detalle caso dm colaborarte quedamos atentos  ; j : 274. Sim : 0.638849; Baja. 
 akuadigitalart buenos dias cuentanos detalle caso dm colaborarte quedamos atentos  ; j : 275. Sim : 0.6316507; Baja. 
 caminogales colpensiones hola camila siguiente enlace puedes conocer diferencias regimen publ label; j : 276. Sim : 0.4205006; No similar. 
 mojicona hola mojicona gracias escribirnos codigo swift iban banco bbogcobb traves labelurl  ; j : 277. Sim : 0.47127643; No similar. 
 victormarenco hola victor cuentanos caso envianos datos dm colaborarte quedamos atentos  ; j : 278. Sim : 0.7115669; Media. 
 hola barre revisando situacion internamente muchas gracias escribir barrero81 maorodriguezgon secto; j : 279. Sim : 0.3187557; No similar. 
 trabajeconnosotros estudiantes ultimo semestre economia pueden prostular desarrollar practica pro l; j : 280. Sim : 0.11840651; No similar. 
 agendese seminariosbanrepn16 mayo santa marta presentacion documento pobreza santa marta labelurl  ; j : 281. Sim : 0.1611381; No similar. 
 bancorepublica juntabanrep lamentan fallecimiento gloria zea sera recordada gran pr labelurl  ; j : 282. Sim : 0.15729561; No similar. 
 agendese seminariosbanrepn16 mayo santa marta presentacion documento pobreza santa marta labelurl  ; j : 283. Sim : 0.1611381; No similar. 
 dada posicion gobierno oposicion congreso aprobar presupuesto muro fronterizo exigido labelurl  ; j : 284. Sim : 0.11465165; No similar. 
 hoy revista revistapym presenta nuevo articulo avancemojuntos nueva filosofia marca labelurl  ; j : 285. Sim : 0.07705384; No similar. 
 canal servicio audio respuesta porvenir sorprendera diferentes opciones atencion descubrelo labelur; j : 286. Sim : 0.5180529; Baja. 
 alejandra acompanas hacer compras navidad cerebro digas digas digas digasnno labelurl  ; j : 287. Sim : 0.13777037; No similar. 
 jorgramirer hola jorge interesados conocer motivo comentario puedes escribirnos via dm  ; j : 288. Sim : 0.50120366; Baja. 
 inicia intervencion juanjoseechavarria gerente banrep proyecto ley presupuesto general na labelurl ; j : 289. Sim : 0.16636518; No similar. 
 video alaire damos inicio presentacion situacion actual perspectivas economia colombiana labelurl  ; j : 290. Sim : 0.37106606; No similar. 
 acercate santafemimundo unicentrobogota titanplazacc cccentromayor granestacioncc convierte regalos; j : 291. Sim : 0.20305014; No similar. 
 carlosblanco083 carlos envianos caso datos contacto dm colaborarte quedamos atentos  ; j : 292. Sim : 0.7960476; Media. 
 generacion porvenir queremos contar puedes organizar finanzas ser persona mas feliz labelurl  ; j : 293. Sim : 0.22651294; No similar. 
 eantolinez eantolinez gracias compartir experiencia creer poder hacer cosas ju labelurl  ; j : 294. Sim : 0.26325244; No similar. 
 postulese ser cinco profesionales colombianos podran estudiar doctorado economia ex labelurl  ; j : 295. Sim : 0.1345841; No similar. 
 josebelluccio hola jose queremos informarte puedes consultar ubicacion horarios toda red labelurl  ; j : 296. Sim : 0.45748523; No similar. 
 transar criptomonedas usted puede ganar grande tambien perder grande informese labelurl  ; j : 297. Sim : 0.047228392; No similar. 
 espaaz hola espaaz gracias escribirnos confirmamos unicos documentos validos solicitar pro labelurl; j : 298. Sim : 0.5175495; Baja. 
 transar criptomonedas usted puede ganar grande tambien perder grande informese labelurl  ; j : 299. Sim : 0.047228392; No similar. 
 yoligrilla colpensiones hola yoligrilla recuerda puedes realizar asesoria video llamada presencialm; j : 300. Sim : 0.34135005; No similar. 
 colombiano profesional areas afines musica postulese obtener patrocinio banrep est labelurl  ; j : 301. Sim : 0.19528182; No similar. 
 relextuis buenos dias convocatoria hacer practicas segundo semestre 2019 cerro labelurl  ; j : 302. Sim : 0.23766418; No similar. 
 mauropiza mauricio cuentanos caso envianos datos dm colaborarte quedamos atentos  ; j : 303. Sim : 0.7397579; Media. 
 hoy diadelmedioambiente queremos invitarte implementar sistemas gestion ambiental responsabilidad s; j : 304. Sim : 0.3436045; No similar. 
 atencion 21012018 nueva fecha limite oportunidadeslaborales profesional depto registro control labe; j : 305. Sim : 0.39329728; No similar. 
 tome decisiones finanzas corporativas haber revisado actualizacion costo capital propio labelurl  ; j : 306. Sim : 0.22973917; No similar. 
 orgullo aca grandes atletas vengo entrando fuerte jjoo gerard giraldo  ; j : 307. Sim : 0.108536206; No similar. 
 juanjoseechavarria queremos blaa continue sirviendole colombianos pais soplan nuevos vi labelurl  ; j : 308. Sim : 0.2106968; No similar. 
 codirector joseantonioocampo participa hoy celebracion 60 anos facultad ciencias soc labelurl  ; j : 309. Sim : 0.21354532; No similar. 
 bancorepublica promueve habitos alineados lahoradelplaneta reciclar mas generar menos basura promo ; j : 310. Sim : 0.25319198; No similar. 
 hoy inicia artbofds orden caos intervencion traves instalaciones muestra espaci labelurl  ; j : 311. Sim : 0.27203056; No similar. 
 agileopencali i ricardo gomez gerente estrategia transformacion digital charla acerca com labelurl ; j : 312. Sim : 0.465756; No similar. 
 bogota ciudad abre puertas miles personas continuen construyendo porvenir felizcumpleanosbogota  ; j : 313. Sim : 0.09070349; No similar. 
 agendese seminariosbanrep n16 mayo bogota determinantes rentabilidad bancaria paises em labelurl  ; j : 314. Sim : 0.29086128; No similar. 
 bancorepublica informa proximo viernes 29 diciembre prestara servicio publico atencion d labelurl  ; j : 315. Sim : 0.4322054; No similar. 
 sergiotorres089 sfcsupervisor poder ayudar cliente necesario comunique dm quedamos atentos  ; j : 316. Sim : 0.47940353; No similar. 
 bancorepublica informa proximo viernes 29 diciembre prestara servicio publico atencion d labelurl  ; j : 317. Sim : 0.4322054; No similar. 
 sergiotorres089 sfcsupervisor poder ayudar cliente necesario comunique dm quedamos atentos  ; j : 318. Sim : 0.47940353; No similar. 
 bancorepublica informa proximo viernes 29 diciembre prestara servicio publico atencion d labelurl  ; j : 319. Sim : 0.4322054; No similar. 
 bancorepublica informa hoy 29 diciembre prestara servicio publico atencion dema labelurl  ; j : 320. Sim : 0.42327306; No similar. 
 codirector joseantonioocampo participa xxiv reunion plenaria circulo montevideo modera pa labelurl ; j : 321. Sim : 0.14911565; No similar. 
 considera ano 2020 momento oportuno iniciar proceso cuenta antigua fa labelurl  ; j : 322. Sim : 0.21518655; No similar. 
 evitando compras ocasiones aquello imprescindible lograras comodo economicamente final mes  ; j : 323. Sim : 0.10874974; No similar. 
 blaa fiesta hoy realizara evento celebracion 60 anos participacion gerent labelurl  ; j : 324. Sim : 0.3043089; No similar. 
 carolinarga carolina solicita certificado ces codigo 85764 llegara correo registrado  ; j : 325. Sim : 0.37643507; No similar. 
 leivermontes hola leiver comento porvenir desapareceria informacion herrada porvenir va desaparecer; j : 326. Sim : 0.20540337; No similar. 
 esperanzaricol danecolombia rcnradio bancorepublica pidio danecolombia reunion asi entender re labe; j : 327. Sim : 0.24705207; No similar. 
 tras perdida enfrentada ministra britanica parlamento diputados votaron 432202 contr labelurl  ; j : 328. Sim : 0.025318285; No similar. 
 lurueviv hola luis envianos caso dm datos contacto colaborarte quedamos atentos  ; j : 329. Sim : 0.7824825; Media. 
 mgafarog senalo necesario inventariar experiencias exitosas desarrollo agricultura familiar identi ; j : 330. Sim : 0.27447417; No similar. 
 semblanza carlos ossa escobar participo articulacion reforma bancorepublica tambien hiz labelurl  ; j : 331. Sim : 0.34302917; No similar. 
 miembros junta directiva banrep reunen empresarios santanderes discutir situ labelurl  ; j : 332. Sim : 0.12928262; No similar. 
 interesado invertir criptomonedas informese conozca riesgos expuesto usted diner labelurl  ; j : 333. Sim : 0.2850221; No similar. 
