Modulo nnlm-es-dim128-with-normalization-2
Topicos : mas unisabana estudiantes colombia investigacion uniandes educacion urosario programas pregrado inscripciones pais urosarionews 
 rt iptigeneva organize citizen forums all over colombia could give new ownership of the peace proce; j : 1. Sim : 0.23683032; No similar. 
 rt maluechavez asi formamos estudiantes urosario busqueda transformacion social ser parte cambio  ; j : 219. Sim : 0.5466707; Baja. 
 rt universidadcol duelo unisabana tras muerte gran canciller prelado opusdeicolombia javier echevar; j : 220. Sim : 0.17881916; No similar. 
 comfama hacer distinciones justicia transicional crimenes lesa humanidad puede haber impunidad  ; j : 221. Sim : 0.31273174; No similar. 
 rt bienestarsabana dale segunda oportunidad ropa juguetes utilizas casa familias misionsabana caj  ; j : 222. Sim : 0.18490279; No similar. 
 icetex quieres ingresar universidad conoce siete opciones credito tueliges financiar carrera  ; j : 223. Sim : 0.49837318; No similar. 
 rt lasabanaabroad siga vivo ii taller estudiantes doctorado dictado victoriauninews alianza unisaba; j : 224. Sim : 0.5248139; Baja. 
 asi salida parque jaime duque asistieron estudiantes cursos libres fotografia profesor labelurl  ; j : 225. Sim : 0.48780343; No similar. 
 rt fuerzasmilcol fuerzasmilitares participan foro justicia especial paz realizado urosarionews jep ; j : 226. Sim : 0.3229374; No similar. 
 vive intercambio cultural academico beca programa lideres emergentes americas conoce mas labelurl  ; j : 227. Sim : 0.55353516; Baja. 
 rt jrestrp si hacemos gran pacto nacional ciencia tecnologia innovacion labelurl via elespectador  ; j : 228. Sim : 0.38305968; No similar. 
 hilda arango ortega decana eicea nueva presidenta consejo latinoamericano escuelas administracion l; j : 229. Sim : 0.40288422; No similar. 
 rt alcrionegro creamos institucionalidad enfrentar desafio mas grande rionegro regionla movilidad s; j : 230. Sim : 0.3509878; No similar. 
 alexxpino saludos debe enviar solicitud autorizacion escrita firmada graduado correo admcertificado; j : 231. Sim : 0.28235036; No similar. 
 hoy abierta convocatoria beca andieafit conocer requisitos mas informacion pueden visita labelurl  ; j : 232. Sim : 0.3467025; No similar. 
 rt lasabanaabroad acercate punto cafe conoce cursos idiomas studynowcol participa tiquete alg  ; j : 233. Sim : 0.30604124; No similar. 
 cumbiera intelectual cantante kjohansen nominado tres veces grammy sono andes labelurl  ; j : 234. Sim : 0.25713646; No similar. 
 rt ulasallista metrodemedellin g8 creando alianzas colegiaturacol upbcolombia universidadces univer; j : 235. Sim : 0.21781668; No similar. 
 jamas pense pueblo colombiano pudiera encima dirigentes demostraron francisco santos  ; j : 236. Sim : 0.36005715; No similar. 
 programas forum mercadeo ventas gerencia estrategia finanzas responsabilidad social tecnologia labe; j : 237. Sim : 0.35183525; No similar. 
 rt sfcsupervisor rol supervisor evolucionado nuevas caracteristicas avances tecnologicos mercado fi; j : 238. Sim : 0.24323428; No similar. 
 rae incorporar nuevos terminos castellano debe responder nuevas necesidades expresivas labelurl  ; j : 239. Sim : 0.1209817; No similar. 
 rt prensaurosario hombres enamoran ojos mujeres oido drpalacios14 dementescuriosas urosarionews adn; j : 240. Sim : 0.3007648; No similar. 
 rt opusdeies papa francisco nombra prelado opus dei mons fernando ocariz labelurl labelurl  ; j : 241. Sim : 0.22597647; No similar. 
 profesor fcvitanic facultad filosofia ciencias humanas ascendio categoria profesor asistente labelu; j : 242. Sim : 0.46403575; No similar. 
 jugando apoye proceso vi cometiendo errores eln epl crecieran santos  ; j : 243. Sim : 0.14058958; No similar. 
 creo eleccion mas informada dado colombia francisco santos exvicepresidente republica  ; j : 244. Sim : 0.5296369; Baja. 
 interesa conocer mas debida diligencia herramienta prevenir soborno transnacional visita labelurl  ; j : 245. Sim : 0.1259262; No similar. 
 exaltacion estudiantes distinguidos merito academico ceremonia entrega becas urosario suenoser labe; j : 246. Sim : 0.6251959; Baja. 
 mundo academico altamente competitivo rosa scoble bruneluni tras paso urosario labelurl  ; j : 247. Sim : 0.28472814; No similar. 
 tres profesores ur participaran encuentro premios nobel economia lindau alemania labelurl  ; j : 248. Sim : 0.52129614; Baja. 
 rt soyandresacosta participando carrera senek podran apoyar beca quiero estudiar labelurl mepongolo; j : 249. Sim : 0.39701307; No similar. 
 rt alumnisabana unisabana sigue respondiendo sociedad desarrollo institucion decana eicea hilda ara; j : 250. Sim : 0.45237356; No similar. 
 urosario espacio oportunidades academicas explorar stephanie lavaux vicerrectora ur soyrosarista la; j : 251. Sim : 0.41168937; No similar. 
 grandes temores asamblea nacional constituyente abre caja pandora carlos velandia  ; j : 252. Sim : 0.16870768; No similar. 
 rt educaunisabana doctora rosa julia guzmandirectora maestria pedagogiapresenta programa unisabana ; j : 253. Sim : 0.43444917; No similar. 
 ciberbullying aumentan adolescencia tardia disminuyen edad adulta gordon ingram facisouniandes labe; j : 254. Sim : 0.33998734; No similar. 
 tres profesores urosario participaran encuentro premios nobel economia lindau alemania labelurl  ; j : 255. Sim : 0.5337731; Baja. 
 clave exito curiosidad labelurl william phillips premio nobel fisica 1997 cate labelurl  ; j : 256. Sim : 0.36645004; No similar. 
 jeffrey checkel sfu lectio inauguralis maestria estudios politicos internacionales politicaur label; j : 257. Sim : 0.3993445; No similar. 
 rt colciencias uniandes ninos jovenes experimentan aprendiendo fortaleciendo capacidades ctei clube; j : 258. Sim : 0.45112163; No similar. 
 cuide do nuevas especies marsupiales descubiertas cientifico paisa labelurl via noticiascaracol  ; j : 259. Sim : 0.34521478; No similar. 
 economiadebolsillo misfinanzas hacer presupuesto familiar maria teresa macias profesora eicea label; j : 260. Sim : 0.31265956; No similar. 
 rt gyepesl apertura 7mo encuentro responsabilidad social universitaria orsu ascun1 urxunmejorpais l; j : 261. Sim : 0.3500374; No similar. 
 rt unisabanaradio visita estudiantes gimnasio campestre estan estudio aprendiendo produccion locuci; j : 262. Sim : 0.53781706; Baja. 
 cogieron calzones abajo saber tan sorprendidos nicolas montero actor antropologo  ; j : 263. Sim : 0.14521289; No similar. 
 rt cesepulvedar econurosario urosarionews 26 facultades colombia chile concurso economia cane label; j : 264. Sim : 0.6067209; Baja. 
 vea corto colombiano hecho andes escogido muestra ventanas mundo barcelona labelurl  ; j : 265. Sim : 0.28279722; No similar. 
 rt congresovisible perfil jerobledo siempre veedor congreso aventura ponerse papel gobernante label; j : 266. Sim : 0.20191385; No similar. 
 vea corto colombiano hecho andes escogido muestra ventanas mundo barcelona labelurl  ; j : 267. Sim : 0.28279722; No similar. 
 uniandes mejor desempeno pruebas saber pro 26 programas pregrado excelenciauniandes labelurl  ; j : 268. Sim : 0.5336003; Baja. 
 vicerrectora stephanie lavaux reflexion responsabilidad social urosario anuario corresponsables 201; j : 269. Sim : 0.42997444; No similar. 
 uniandes mejor desempeno pruebas saber pro 26 programas pregrado excelenciauniandes labelurl  ; j : 270. Sim : 0.5336003; Baja. 
 radio lugar ir indacastellanos conversatorio do generaciones sola radio echur labelurl  ; j : 271. Sim : 0.26184827; No similar. 
 katherine ramirez graduada eicea encontro agro negocios campo investigacion estudio labelurl  ; j : 272. Sim : 0.50864816; Baja. 
 hora futbol valores dialogomayortv canalunoco titopuccettic gabriel silgado william zambrano labelu; j : 273. Sim : 0.23555055; No similar. 
 rt hernanolano villavicencio seminariospapaunisabana unisabana vaticanes newsvaes episcopadocol gob; j : 274. Sim : 0.31152132; No similar. 
 grandes maestros fals borda intelectual influencio ciencias sociales labelurl via elespectador  ; j : 275. Sim : 0.3324786; No similar. 
 rt profebarreto estudiantes profesores unisabana educaunisabana arna2017 grandes aprendizajes exper; j : 276. Sim : 0.49381557; No similar. 
 uniandes mejor desempeno pruebas saber pro 26 programas pregrado orgullouniandes labelurl labelurl ; j : 277. Sim : 0.50003105; Baja. 
 fcvitanic profesor facultad filosofia ciencias humanas invitado elespectador analizar pos labelurl ; j : 278. Sim : 0.3815702; No similar. 
 apoyo mas 6000 donantes quieroestudiar cumplido cientos suenos conozcalos solidaridaduniandes label; j : 279. Sim : 0.41338575; No similar. 
 rt derechousabana participa tercera version diplomado derecho laboral unisabana visionotri benvicen; j : 280. Sim : 0.3767547; No similar. 
 rt usembassybogota abierta convocatoria becas fulbrightcol investigacion docencia desarrollo profes; j : 281. Sim : 0.58734417; Baja. 
 rt hablemosdepazur interviene marlene orjuela defensora ddhh especializada cultura paz hablemosdepa; j : 282. Sim : 0.14398949; No similar. 
 rt quinterocalle debemos transformar forma educando centro colombiano computacion avanzada uis c  ; j : 283. Sim : 0.290937; No similar. 
 rt sergiollanoa podra tecnologia reemplazar profesores universidades phjmille ilustra tedxunisabana; j : 284. Sim : 0.3800817; No similar. 
 rt mineducacion noticiasmen mineducacion entrego renovacion acreditacion institucional alta calidad; j : 285. Sim : 0.48404208; No similar. 
 juguemos limpio rede sociales mas anonimos jsanchezcristo conversatorio fuerza voz  ; j : 286. Sim : 0.41348216; No similar. 
 genes definen patrones color mariposas simplemente reciben ordenes regiones rodean labelurl  ; j : 287. Sim : 0.14042865; No similar. 
 convocatoria abierta beca rosalynn carter cartercenter comsabana periodismo salud mental labelurl  ; j : 288. Sim : 0.39616594; No similar. 
 jugamos cartas pusieron cuantos avisos viste campana francisco santos promotor  ; j : 289. Sim : 0.22384258; No similar. 
 crecimientoverde bueno economia reyer gerlagh director departamento economia u tilburg holanda  ; j : 290. Sim : 0.47214478; No similar. 
 rt museodebogota visita exposicion german samper dibujar aprende dibujando 9 junio uniandes labelur; j : 291. Sim : 0.29495642; No similar. 
 cultura organizacional permite transformar empresa conocer si adapta necesidades clientr  ; j : 292. Sim : 0.10089696; No similar. 
 conoce programas academicos sesion informativa posgrados gerencia gestion empresarial eicea labelur; j : 293. Sim : 0.53651696; Baja. 
 rt icfescol felicidades estudiantes ganadores propuestas investigacion seran financiadas icfes inve; j : 294. Sim : 0.6410856; Baja. 
 programa paiis facultad derecho enfoca igualdad inclusion social ddhh apoyelo labelurl  ; j : 295. Sim : 0.44997254; No similar. 
 enhorabuena angela rocio acero psiquiatra clinunisabana recibe tesis doctoral laureada labelurl lab; j : 296. Sim : 0.30832905; No similar. 
 rt dgomez6 ganate marrano participa carrera internacional urfestival2016 urosarionews cancilleriaur; j : 297. Sim : 0.24076428; No similar. 
 lina quesada egresada andes recibe premio sociedad americana fitopatologia orgullouniandes labelurl; j : 298. Sim : 0.3992981; No similar. 
 asi vivio conversatorio mejores estadisticas territoriales politicas diferenciadas mas efectivas la; j : 299. Sim : 0.55293846; Baja. 
 preguntaron carl langebaek vicerrector academico calculara promedio ponderado despues refor labelur; j : 300. Sim : 0.37699807; No similar. 
 rt econurosario estrategia ssociedades crisis libranzas minimizar asimetrias informacion econurosar; j : 301. Sim : 0.27972814; No similar. 
 adiosjulio viernes foto camila gil sofia vasquez estudiantes eicea fotocampus arcoiris labelurl  ; j : 302. Sim : 0.38979477; No similar. 
 rt educaunisabana excelente oportunidad compartir experiencias aprender junto estudiantes chileperu; j : 303. Sim : 0.32833084; No similar. 
 nicolas martinez graduado medicinasabana gano beca investigacion hemopatias via actasanitaria label; j : 304. Sim : 0.5760625; Baja. 
 visita sitio periodico nova et vetera disfruta mejores contenidos linea labelurl labelurl  ; j : 305. Sim : 0.25676778; No similar. 
 94 profesores rutadeformacion mineducacion comenzaron maestria educaunisabana suenos futuro colombi; j : 306. Sim : 0.6283394; Baja. 
 da apertura momentos evento lideres vida mejor organizado bayer urosario  ; j : 307. Sim : 0.3809417; No similar. 
 grupo misionchina eicea visita baosteel empresa acero mas grandes mundo labelurl  ; j : 308. Sim : 0.28160807; No similar. 
 uniandes correra 10 septiembre financiar beca deportiva labelurl mepongolostenis cicloviabogota col; j : 309. Sim : 0.31683537; No similar. 
 aspirantesun conoce guia paso paso proceso admision posgrados 20162 labelurl admisionesun  ; j : 310. Sim : 0.3756302; No similar. 
 rt aniromerowills revista apuntes familia mirada paz relaciones familiares ifaunisabana unisabana l; j : 311. Sim : 0.33764458; No similar. 
 aprendiendo ensenar asi preparan 56 nuevos integrantes programa semillero profesores labelurl  ; j : 312. Sim : 0.46547905; No similar. 
 rt opusdeicolombia mensaje prelado labelurl acompanar santo padre viaje fatima oracion amor  ; j : 313. Sim : 0.26929644; No similar. 
 posconflicto pais enfrenta reto cuanto salud mental ciudadanos jiovani arias labelurl  ; j : 314. Sim : 0.4185284; No similar. 
 tedxunisabana rodrigo guerreroel metodo epidemiologico medir violencia stream via eltiempo labelurl; j : 315. Sim : 0.34797597; No similar. 
 rt sergiollanoa sigue tedxunisabana 2016 ideas vale pena difundir tedxunisabana unisabana labelurl ; j : 316. Sim : 0.21072294; No similar. 
 gatos pardos publicacion jose rodriguez iturbe mirada culturalpolitica realidad latinoamericana lab; j : 317. Sim : 0.44903284; No similar. 
 radio magica validadora alejovillalobos do generaciones sola radio consejoech echur labelurl  ; j : 318. Sim : 0.23638315; No similar. 
 historia laura tamayo solo mas 1800 cambiado gracias quieroestudiar descubrala labelurl  ; j : 319. Sim : 0.43351388; No similar. 
 encuentros construyendo pais haciendo colombia pais mas competitivo gilberto qui labelurl  ; j : 320. Sim : 0.5972033; Baja. 
 rt ifaunisabana congresodefamilia entrega premio fortalecimiento familiar 2016 felicitaciones ganad; j : 321. Sim : 0.37452057; No similar. 
 modelo vida actualel exceso acaban planetavanessa gocksch tedxunisabana stream eltiempo labelurl  ; j : 322. Sim : 0.1782214; No similar. 
 ximenapena cambio vida varias mujeres pais descubra apoye causa innovadora labelurl  ; j : 323. Sim : 0.27424774; No similar. 
 especial grandes maestros elespectador fals borda sentipensar universidad nacional labelurl ignacio; j : 324. Sim : 0.27371716; No similar. 
 rt jrestrp felicitaciones afergussonb consiliario profesor urosarionews designacion negociador proc; j : 325. Sim : 0.34544715; No similar. 
 miplandecenal mesas trabajo avanzan generacion propuestas afrontar grandes retos educacion labelurl; j : 326. Sim : 0.43771964; No similar. 
