Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm numero informacion 
 carlsua carlos favor envianos datos dm nombre completo cedula telefono comunicarnos contigo buen di; j : 1. Sim : 0.74036735; Media. 
 pachoarchila buenas dias ocasiones lineas congestionan escribenos favor dm quedamos atentos  ; j : 213. Sim : 0.6127764; Baja. 
 jersteyler sfcsupervisor queremos ayudarte caso si escribes interno podemos ayudarte solucionar lab; j : 214. Sim : 0.47709197; No similar. 
 acerojaime bancosaval hola jaime permitenos ayudarte escribenos favor dm alli pediremos dato labelu; j : 215. Sim : 0.59930223; Baja. 
 smejiaf hola sebastian gracias escribirnos cuentanos dm numero estan contactando quedamos atentos  ; j : 216. Sim : 0.7000885; Media. 
 hola alejaem12 felicitaciones ganadores doblesbdb favor escribenos via dm poderte dar detalles  ; j : 217. Sim : 0.67555726; Media. 
 aduran hola alejandra escribenos favor dm conocer detalles caso poderlo revisar ar labelurl  ; j : 218. Sim : 0.6580135; Baja. 
 mrylobato hola maria jose alegra saludarte queremos conocer mas detalles sucedido ayudarte res labe; j : 219. Sim : 0.6551281; Baja. 
 zamorasoyyo buenos dias permitenos ayudarte escribenos favor dm ocurrido revisar caso c labelurl  ; j : 220. Sim : 0.57057136; Baja. 
 jennycruzgarci favor envianos datos dm poder ayudarte escalar caso quedamos atentos  ; j : 221. Sim : 0.68315154; Media. 
 lorenapardo gracias contarnos ocurrido favor dejanos caso mensaje hacer reporte saludos  ; j : 222. Sim : 0.67032635; Media. 
 donpepelucho jose luis favor escribenos detalladamente incidente dm mensaje interno escal labelurl ; j : 223. Sim : 0.62469965; Baja. 
 milusse shakira buen doble recuerda puedes participar mas vez sube mas fotos doble labelurl  ; j : 224. Sim : 0.4375645; No similar. 
 40alfredo luis alfredo atender caso necesitamos escribas mensaje interno quedamos atentos  ; j : 225. Sim : 0.5378905; Baja. 
 diegocarren hola diego gracias escribirnos si deseas amplianos favor informacion dm revisa labelurl; j : 226. Sim : 0.67527395; Media. 
 lhr7 tuitbdb asobancaria sfcsupervisor lhr7 si deseas ayudaremos radicar reporte avanzar labelurl  ; j : 227. Sim : 0.31105918; No similar. 
 princerola buenos dias permitenos ayudarte envianos favor detalles caso dm revisarlo labelurl  ; j : 228. Sim : 0.6754404; Media. 
 donconchito buenos dias permitenos ayudarte envianos favor detalles caso dm revisarlo labelurl  ; j : 229. Sim : 0.6859275; Media. 
 qdayis hola gracias contarnos ocurrido dejanos datos mensaje hacer reporte caso saludos  ; j : 230. Sim : 0.6755983; Media. 
 jennboshell casitoooo sodacirque7d gracias bancosaval paguen tarjeticas pasen deliiiii magiaenelair; j : 231. Sim : 0.21487445; No similar. 
 jhosep156 hola gracias escribirnos favor dejanos datos mensaje hacer reporte ocurrido punto  ; j : 232. Sim : 0.79327667; Media. 
 hugorey buenas tardes importante conocer experiencia favor contactanos via dm be labelurl  ; j : 233. Sim : 0.55349934; Baja. 
 jjelcanibal hola jijo amplianos favor detalles requerimiento dm claro aun quedamos atentos  ; j : 234. Sim : 0.6134861; Baja. 
 mrcbq hola marco permitenos ayudarte cuentanos favor detalles ocurrido dm quedamos atentos  ; j : 235. Sim : 0.7807084; Media. 
 mrcbq marco favor escribenos dm mensaje interno gestionar caso quedamos atentos  ; j : 236. Sim : 0.65193295; Baja. 
 noraquis mibobdo hola nora permitenos ayudarte amplianos favor informacion acerca ocurrido dm label; j : 237. Sim : 0.65851855; Baja. 
 inmortal24 hola favor cuentanos via dm mas detalles sucedido poder atender solicitud saludo labelur; j : 238. Sim : 0.7574222; Media. 
 struxnathy buenos dias nathy esten ganadores publicados gusto compartiremos feliz dia  ; j : 239. Sim : 0.47037223; No similar. 
 paojoaqui sicsuper hola paola atendido semanas anteriores caso dm favor escribenos nuev labelurl  ; j : 240. Sim : 0.52835035; Baja. 
 atiynana hola diana amplianos favor informacion ocurrido dm alli solicitaremos datos adi labelurl  ; j : 241. Sim : 0.7133175; Media. 
 andreamrj hola andrea permitenos ayudarte amplianos favor detalles ocurrido dm primero deb labelurl; j : 242. Sim : 0.611682; Baja. 
 mauxwell mibobdo hola mauricio permitenos ayudarte escribenos favor dm detalles ocurrido re labelur; j : 243. Sim : 0.6326857; Baja. 
 angiemmlopez hola angelica amplianos favor detalles sucedido dm alli pediremos datos adi labelurl  ; j : 244. Sim : 0.68086326; Media. 
 lamonylu lamonylu ningun costo abrirla puedes hacer apertura 0 envio tampoco cost labelurl  ; j : 245. Sim : 0.45653063; No similar. 
 danaranjom sicsuper hola danaranjom gracias escribirnos respondimos consulta mensaje directo feliz ; j : 246. Sim : 0.5801853; Baja. 
 posible concebir gestion cultural distante contextos locales regionales incluimos publicos dife lab; j : 247. Sim : 0.21681204; No similar. 
 andresdiaz0329 buenas tardes andresdiaz0329 gracias notificarnos sucedido cada dia trabajamos ofrec; j : 248. Sim : 0.381444; No similar. 
 mayanotfound oitnb buen doble recuerda puedes participar mas vez sube mas fotos do labelurl  ; j : 249. Sim : 0.4077799; No similar. 
 donconchito envianos favor mensaje directo nombre completo numero cedula verificar proceso  ; j : 250. Sim : 0.70029694; Media. 
 kryneyn cathyjuvinao1 cathyjuvinao hola kryneyn alegra saludarte favor escribenos mensaje directo l; j : 251. Sim : 0.4763962; No similar. 
 eliianaca hola eliianaca alegra saludarte indicanos favor numero cedula mensaje directo labelurl  ; j : 252. Sim : 0.68300104; Media. 
 camchaves95 hola camchaves95 alegra saludarte favor indicanos numero cedula mensaje directo labelur; j : 253. Sim : 0.61348355; Baja. 
 hemallarino hola helena ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 254. Sim : 0.6667779; Baja. 
 rodriunlimited alegra saludarte indicanos mensaje directo numero cedula mas detalles ayud labelurl ; j : 255. Sim : 0.73279375; Media. 
 b3rmud3z2 hola bermudez ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 256. Sim : 0.63396055; Baja. 
 hemallarino hola helena ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 257. Sim : 0.6667779; Baja. 
 b3rmud3z2 hola bermudez ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 258. Sim : 0.63396055; Baja. 
 nataliavivas hola nataliavivas gracias escribirnos favor indicanos numero cedula telefono celul lab; j : 259. Sim : 0.6402644; Baja. 
 frguerrero hola frguerrero gracias escribirnos favor indicanos numero cedula mensaje direct labelur; j : 260. Sim : 0.6805191; Media. 
 patovioleta hola patovioleta gracias escribirnos favor indicanos numero cedula mensaje dir labelurl; j : 261. Sim : 0.7032716; Media. 
 capittana sebastianpj24 hola capittana queremos ayudarte validar sucedido indicanos favor nume labe; j : 262. Sim : 0.46181723; No similar. 
 lmaf12 hola lmaf12 gracias escribirnos confirmanos favor mensaje directo numero cedula labelurl  ; j : 263. Sim : 0.71309054; Media. 
 cvstodia hola cvstodia gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 264. Sim : 0.78247786; Media. 
 josem645 hola josem645 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 265. Sim : 0.77750814; Media. 
 abalzan hola abalzan gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 266. Sim : 0.78567106; Media. 
 juliafesa hola juliafesa queremos ayudarte cuentanos mas detalles sucedido mensaje directo ayud lab; j : 267. Sim : 0.7235928; Media. 
 l3idyloo hola l3idyloo gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 268. Sim : 0.8226241; Media. 
 mikeperezd hola mikeperezd gracias escribirnos favor indicanos numero cedula mensaje direct labelur; j : 269. Sim : 0.73320293; Media. 
 hola jflamprea queremos ayudarte favor compartenos numero cedula mensaje directo rev labelurl  ; j : 270. Sim : 0.74399483; Media. 
 japaneo hola japaneo gracias escribirnos favor indicanos numero cedula mensaje directo labelurl  ; j : 271. Sim : 0.74196786; Media. 
 rderly policiacolombia hola rderly cuentanos favor mas detalles ocurrido mensaje directo ay labelur; j : 272. Sim : 0.67088693; Media. 
 anapegom19 tuitbdb hola anapegom19 gracias escribirnos favor indicanos numero cedula mensaj labelur; j : 273. Sim : 0.5514877; Baja. 
 frguerrero hola frguerrero gracias escribirnos favor indicanos numero cedula mensaje directo labelu; j : 274. Sim : 0.7112417; Media. 
 ladmyro hola ladmyro gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 275. Sim : 0.81765604; Media. 
 giovabar hola giovabar favor indicanos numero cedula mensaje directo ayudaremos consultar labelurl ; j : 276. Sim : 0.7264695; Media. 
 paitocp hola paitocp gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 277. Sim : 0.7902233; Media. 
 ivancortesw hola ivancortesw gracias escribirnos favor indicanos numero cedula mensaje direc labelu; j : 278. Sim : 0.6749217; Media. 
 capdiaz hola capdiaz gracias escribirnos favor indicanos numero cedula mensaje directo labelurl  ; j : 279. Sim : 0.7085647; Media. 
 germen88 hola germen88 gracias escribirnos indicanos favor mensaje directo numero cedula t labelurl; j : 280. Sim : 0.6827562; Media. 
 mafehurtado hola mafe gracias escribirnos favor indicanos mensaje directo numero cedula p labelurl ; j : 281. Sim : 0.71234566; Media. 
 alejoumana hola alejoumana queremos ayudarte cuentanos mas detalles sucedido mensaje directo quedam; j : 282. Sim : 0.70594674; Media. 
 anramirezo hola anramirezo queremos ayudarte favor compartenos numero cedula mensaje directo r labe; j : 283. Sim : 0.65137887; Baja. 
 martinloncho hola martinloncho gracias escribirnos favor indicanos mensaje directo numero ce labelu; j : 284. Sim : 0.71335816; Media. 
 sandraavila hola sandraavila queremos ayudarte favor compartenos numero cedula mensaje dir labelurl; j : 285. Sim : 0.6225322; Baja. 
 kuartaz hola kuartaz gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 286. Sim : 0.78962195; Media. 
 eduguerreror hola eduguerreror gracias escribirnos favor indicanos numero cedula mensaje dir labelu; j : 287. Sim : 0.6475727; Baja. 
 danielt8702 hola danielt8702 gracias escribirnos favor indicanos numero cedula mensaje direct label; j : 288. Sim : 0.637742; Baja. 
 elarracadas hola sebastian gracias escribirnos favor indicanos numero cedula mensaje direct labelur; j : 289. Sim : 0.72053266; Media. 
 leoorellano hola leoorellano gracias escribirnos favor indicanos mensaje directo numero cedu labelu; j : 290. Sim : 0.63758737; Baja. 
 juliafesa hola juliafesa gracias escribirnos favor indicanos numero cedula mensaje directo labelurl; j : 291. Sim : 0.7007232; Media. 
 giovabar hola giovabar favor indicanos numero cedula mensaje directo ayudaremos consultar labelurl ; j : 292. Sim : 0.7264695; Media. 
 jdavidcd hola jdavidcd gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 293. Sim : 0.82369286; Media. 
 andresix hola andresix gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 294. Sim : 0.78074753; Media. 
 21osorio hola 21osorio gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 295. Sim : 0.78887725; Media. 
 haslmlr hola haslmlr gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 296. Sim : 0.7914333; Media. 
 sebastiansasto hola sebastiansasto favor compartenos numero cedula mensaje directo poder rev labelu; j : 297. Sim : 0.6731632; Media. 
 ponchale1 hola ponchale1 gracias escribirnos favor indicanos numero cedula mensaje directo labelurl; j : 298. Sim : 0.67209524; Media. 
 daviidkw hola daviidkw gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 299. Sim : 0.7989475; Media. 
 eduguerreror hola eduguerreror gracias escribirnos favor indicanos numero cedula mensaje dir labelu; j : 300. Sim : 0.6475727; Baja. 
 iker0515 hola iker0515 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 301. Sim : 0.781157; Media. 
 alejojamc nequi daviplata hola alejojamc gracias escribirnos cuentanos favor mensaje directo labelu; j : 302. Sim : 0.5531927; Baja. 
 jairfonseca hola jairfonseca gracias escribirnos favor indicanos numero cedula mensaje direct label; j : 303. Sim : 0.692109; Media. 
 g3rbar hola g3rbar gracias escribirnos cuentanos favor mas detalles ocurrido mensaje directo labelu; j : 304. Sim : 0.79449564; Media. 
 maps25 hola maps25 queremos ayudarte cuentanos mas detalles sucedido mensaje directo ayudaremos lab; j : 305. Sim : 0.71972394; Media. 
 jdavidcd hola jdavidcd gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 306. Sim : 0.82369286; Media. 
 nanaolarte hola nanaolarte gracias escribirnos favor indicanos numero cedula mensaje directo labelu; j : 307. Sim : 0.72096825; Media. 
 zuluagajorge hola zuluagajorge gracias escribirnos favor indicanos numero cedula mensaje dir labelu; j : 308. Sim : 0.6967646; Media. 
 mayiselc hola mayiselc gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 309. Sim : 0.8394333; Alta. 
 daccarv hola daccarv gracias escribirnos favor indicanos numero cedula mensaje directo labelurl  ; j : 310. Sim : 0.7415994; Media. 
 nataliavivas hola nataliavivas gracias escribirnos favor indicanos numero cedula telefono celul lab; j : 311. Sim : 0.6402644; Baja. 
 jnegrette94 hola jnegrette94 gracias escribirnos favor indicanos mensaje directo numero cedu labelu; j : 312. Sim : 0.6537804; Baja. 
 jdavidcd sfcsupervisor hola jdavidcd lamentamos molestias compartenos mensaje directo mas detalles ; j : 313. Sim : 0.70272356; Media. 
 jrteatino hola jrteatino gracias escribirnos favor confirmanos numero cedula mensaje directo labelu; j : 314. Sim : 0.76054263; Media. 
 qevek hola qevek alegra saludarte amplianos favor informacion ocurrido mensaje directo labelurl  ; j : 315. Sim : 0.703391; Media. 
 julidabon hola julidabon gracias escribirnos confirmanos favor numero cedula mensaje directo labelu; j : 316. Sim : 0.7241941; Media. 
 zuluagajorge hola zuluagajorge gracias escribirnos favor indicanos numero cedula mensaje dir labelu; j : 317. Sim : 0.6967646; Media. 
 frguerrero hola frguerrero gracias escribirnos favor indicanos numero cedula mensaje direct labelur; j : 318. Sim : 0.6805191; Media. 
 alercilo hola alejandro ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 319. Sim : 0.65907526; Baja. 
 lacihiki hola lacihiki gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 320. Sim : 0.78494215; Media. 
 jrteatino hola jrteatino gracias escribirnos favor confirmanos numero cedula mensaje directo labelu; j : 321. Sim : 0.76054263; Media. 
 daccarv hola daccarv gracias escribirnos favor indicanos numero cedula mensaje directo labelurl  ; j : 322. Sim : 0.7415994; Media. 
 jerfcero hola jerfcero gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 323. Sim : 0.76750916; Media. 
 saraisabelah hola saraisabelah gusto saludarte indicanos mensaje directo numero cedula mas deta lab; j : 324. Sim : 0.6082504; Baja. 
 kilele hola kilele gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelurl  ; j : 325. Sim : 0.78883535; Media. 
 mfer2011 hola mfer2011 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 326. Sim : 0.7995113; Media. 
 andresonly hola andresonly gracias escribirnos favor indicanos numero cedula mensaje direc labelurl; j : 327. Sim : 0.6816167; Media. 
 lanq25 hola lanq25 alegra saludarte amplianos favor informacion ocurrido mensaje direc labelurl  ; j : 328. Sim : 0.6647255; Baja. 
 juanda1996 hola juanda1996 gracias escribirnos favor indicanos numero cedula mensaje direc labelurl; j : 329. Sim : 0.71055865; Media. 
 andariego hola andariego gracias escribirnos favor indicanos numero cedula mensaje directo labelurl; j : 330. Sim : 0.69788986; Media. 
 richardclio hola richardclio gracias escribirnos favor indicanos numero cedula mensaje direc labelu; j : 331. Sim : 0.76832074; Media. 
 gerardbermon hola gerardbermon gracias escribirnos favor indicanos numero cedula mensaje dir labelu; j : 332. Sim : 0.66132766; Baja. 
 kamimago hola kamimago gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 333. Sim : 0.7839299; Media. 
 darktaopika hola darktaopika gusto saludarte indicanos mensaje directo numero cedula mas detall lab; j : 334. Sim : 0.6175656; Baja. 
