Modulo nnlm-es-dim128-with-normalization-2
Topicos : andrespardoa colombia analisis portafolioco sistema bancorepublica invitamos tasa hoy corficolombiana inflacion economia 
 andrespardoa decline in gdp growth or more pressure on external accountsbeyond our baseline scenari; j : 1. Sim : 0.30006486; No similar. 
 eventosclavedelajornadaneeuu 715 cambios nominas privadas adp sepneeuu 900 indice ism manufact labe; j : 212. Sim : 0.38416213; No similar. 
 albertoabello director biblioteca luis angel arango artista ruby rumie participaron panel labelurl ; j : 213. Sim : 0.26380637; No similar. 
 top 3 impacto economicotasa desempleo eeuu mantuvo estable marzotrump propone nuevos aranceles labe; j : 214. Sim : 0.30420876; No similar. 
 ben inflacion objetivo economias emergentes espebanrep autor documenta descenso tasa infl labelurl ; j : 215. Sim : 0.5191922; Baja. 
 andrespardoa expectativas inflacion 1 ano analistas implicitas mercado aumentaron relacion mes prev; j : 216. Sim : 0.49713126; No similar. 
 eventosclavedelajornadademananan colombia 1900 inflacionn zona euro 400 markit pmi servicios n eeuu; j : 217. Sim : 0.51217407; Baja. 
 mauricio reina comparte perspectivas economicas acerca aumento tasas eeuu dolar colombia labelurl  ; j : 218. Sim : 0.53452647; Baja. 
 eventosclavedelajornadademananan zona euro 400 markit pmi manufactureron eeuu 830 peticiones inicia; j : 219. Sim : 0.3468787; No similar. 
 ir juntos comenzar mantenerse juntos progresar trabajar juntos triunfar henry ford  ; j : 220. Sim : 0.08662029; No similar. 
 eventosclavedelajornadademananan zona euro 400 markit pmi manufactureron eeuu 830 peticiones inicia; j : 221. Sim : 0.3468787; No similar. 
 fondosdepension periodo considerado 20132017 437000 personas jubilaron regimen publico recibieron d; j : 222. Sim : 0.3260687; No similar. 
 bsabia usted puede hacer comentarios proyecto regulacion compendio modificacion regimen cambios lab; j : 223. Sim : 0.45018098; No similar. 
 informesobreinflacion varios choques transitorios podrian elevar inflacion encima meta primer seme ; j : 224. Sim : 0.3191343; No similar. 
 bsabia usted puede hacer comentarios proyecto regulacion compendio modificacion regimen cambios lab; j : 225. Sim : 0.45018098; No similar. 
 informesobreinflacion varios choques transitorios podrian elevar inflacion encima meta primer seme ; j : 226. Sim : 0.3191343; No similar. 
 andrespardoa colombia nueva encuesta gallupnn1ra vueltanzuluaga 293nsantos 29nn2da vueltanzuluaga 4; j : 227. Sim : 0.38038772; No similar. 
 andrespardoa solo 07 increible americaeconomia expertos reducen 070 proyeccion crecimiento brasil l; j : 228. Sim : 0.4812131; No similar. 
 estimamos inflacion registraria menor volatilidad mayor indexacion bajo nueva metodologia mantenemo; j : 229. Sim : 0.38648662; No similar. 
 sabia usted puede hacer comentarios proyecto regulacion pr dodm005 metodologia calculo labelurl  ; j : 230. Sim : 0.48331997; No similar. 
 estimamos inflacion registraria menor volatilidad mayor indexacion bajo nueva metodologia mantenemo; j : 231. Sim : 0.38648662; No similar. 
 sabia usted puede hacer comentarios proyecto regulacion pr dodm005 metodologia calculo labelurl  ; j : 232. Sim : 0.48331997; No similar. 
 colmundoradio portaldeportivo presentacion atletas porveniroficial listos temporada 2019nobjetivos ; j : 233. Sim : 0.31252378; No similar. 
 eventosclavedelajornadademanananzona euro reunion politica monetaria banco central europeon zona eu; j : 234. Sim : 0.45873448; No similar. 
 andrespardoa anuncios hoy mas inyecciones liquidez eurozona dolar colombia ubico nivel mas bajo  ; j : 235. Sim : 0.592735; Baja. 
 andrespardoa colombia ventas vivienda aumentaron 34 primer trimestre 2014 labelurl via portafolioco; j : 236. Sim : 0.542312; Baja. 
 factor clave va determinar futuro financiero economia clave filosofia jim rohn labelurl  ; j : 237. Sim : 0.36786425; No similar. 
 andrespardoa colombia economia crecio 43 segundo trimestre 2014 debajo pronostico 49  ; j : 238. Sim : 0.61212265; Baja. 
 top 3 impacto economico inflacion reino unido ubico encima esperado bonos tesoro 1 labelurl  ; j : 239. Sim : 0.38645878; No similar. 
 banrepcultural hoy varios medios locales visitaron nuevo banrepcultural buenaventura esperamos mana; j : 240. Sim : 0.18835394; No similar. 
 andrespardoa parte 1 charla bvccolombia economias eeuu europa japon enorme liquidez global labelurl; j : 241. Sim : 0.54514056; Baja. 
 andrespardoa larepublicaco nino impacto precios alimentos energia jose d uribe gerente bancorepubli; j : 242. Sim : 0.6707109; Media. 
 jaocampo bonanza petrolera genero revaluacion fuerte prolongada freno exportaciones petroleras gene; j : 243. Sim : 0.28000787; No similar. 
 top 3 impacto economicoventa vivienda nueva eeuu cayopartido merkel voto acuerdo coalici labelurl  ; j : 244. Sim : 0.42520255; No similar. 
 mauricio reina investigador asociado fedesarrollo comparte perspectivas acerca nueva criptomoneda v; j : 245. Sim : 0.14135712; No similar. 
 hoy 4 pm presentara sucursal quibdo libro estudios sociales pacifico colombiano an labelurl  ; j : 246. Sim : 0.32670468; No similar. 
 mauricio reina investigador asociado fedesarrollo comparte perspectivas acerca nueva criptomoneda q; j : 247. Sim : 0.16249868; No similar. 
 invitamos seguir foro proyecciones economicas 2019 via stream dando clic aqui labelurl  ; j : 248. Sim : 0.5395683; Baja. 
 top 3 impacto economicoinflacion zona euro disminuyo febreroconstruccion vivienda eeuu cayo ma labe; j : 249. Sim : 0.40055123; No similar. 
 invitamos seguir foro proyecciones economicas 2019 via stream dando clic aqui labelurl  ; j : 250. Sim : 0.5395683; Baja. 
 top 3 impacto economicobanco japon mantiene politica monetaria estableinflacion china alcanzo maxim; j : 251. Sim : 0.5096901; Baja. 
 espera presidente eeuu firme dia hoy proyecto bipartidista gasto gobierno aprobado labelurl  ; j : 252. Sim : 0.40738758; No similar. 
 revistadinero economia comercio mundial retoma fuerza luego casi do anos descenso  ; j : 253. Sim : 0.46174264; No similar. 
 genero nueva crisis referente brexit luego presidente parlamento britanico dictaminara qu labelurl ; j : 254. Sim : 0.26075688; No similar. 
 luz nelly 80 mil personas trabajan dia dia colombia voz yosoyavalnlabelurl  ; j : 255. Sim : 0.35461405; No similar. 
 hijo puede ser mejor contador historias siempre ensenes habito lectura diaria labelurl  ; j : 256. Sim : 0.10506402; No similar. 
 andrespardoa importa decision manana banco central europeo puede generar mas presion revaluacion  ; j : 257. Sim : 0.55561876; Baja. 
 hijo puede ser mejor contador historias siempre ensenes habito lectura diaria labelurl  ; j : 258. Sim : 0.10506402; No similar. 
 rafa manjarres compositor tema ausencia sentimental himno festival leyenda vallenata estara n label; j : 259. Sim : 0.19998449; No similar. 
 bel bancorepublica ofrece ninos jovenes divertida actividad taller ahorro incluye juegos d labelurl; j : 260. Sim : 0.3690246; No similar. 
 iniciar propio negocio prioridad conectate hoy 400 pm facebook live empre labelurl  ; j : 261. Sim : 0.2932678; No similar. 
 andrespardoa colombia minhacienda descarta venta 10 ecopetrol sugirio vargas llerasnlabelurl via r ; j : 262. Sim : 0.52119935; Baja. 
 top 3 impacto economicoangela merkel enfrenta mayor presion solucionar problema migratoriobanco ing; j : 263. Sim : 0.18016538; No similar. 
 parlamento britanico voto aprobo lunes proponer alternativas brexit tras continuacion nega labelurl; j : 264. Sim : 0.38367924; No similar. 
 andrespardoa hoy congresofiapasofondos panel analisis coyuntura economica marcela eslava profesora ; j : 265. Sim : 0.5386688; Baja. 
 top 3 impacto economicocanada elogia avances reglas autos naftase deterioro confianza sec labelurl ; j : 266. Sim : 0.30899534; No similar. 
 ben momento damos inicio xviii foro proyecciones economicas 2019 atencion volante labelurl  ; j : 267. Sim : 0.5230945; Baja. 
 andrespardoa analisis efecto inflacionario tendria propuesta reforma tributaria comision expertos h; j : 268. Sim : 0.58837974; Baja. 
 andrespardoa analisis portafolioco ultimas decisiones politica monetaria colombia reino mayorias ht; j : 269. Sim : 0.72944283; Media. 
 analistas mercado financiero pueden participar rueda prensa dara hoy finalizar reunio labelurl  ; j : 270. Sim : 0.3565832; No similar. 
 andrespardoa asi publico analisis portafolioco ultimas decisiones politica monetaria colombia eeuu ; j : 271. Sim : 0.76925814; Media. 
 andrespardoa manana esperen analisis efecto inflacionario tendria propuesta reforma tributaria comi; j : 272. Sim : 0.6075181; Baja. 
 mgafarog agrego deben corregir diversas fallas mercado altos costos busqueda compradores labelurl  ; j : 273. Sim : 0.2542788; No similar. 
 hoy rueda prensa jdbr tiempo real comienza tan pronto termine reunion labelurl  ; j : 274. Sim : 0.24617946; No similar. 
 quiere saber banco republica colombia controla inflacion salga dudas abrir cerrar labelurl  ; j : 275. Sim : 0.39817533; No similar. 
 top 3 impacto economicopresidente trump impide venta qualcommdeficit gobierno eeuu aumento fe label; j : 276. Sim : 0.33439755; No similar. 
 andrespardoa indicadores ocde sugieren economia mundial crecera 2014 labelurl via wsjamericas norma; j : 277. Sim : 0.63515043; Baja. 
 andrespardoa colombia aunque bancorepublica sorprendio subiendo tasa inter opinion hora hacerlo lab; j : 278. Sim : 0.6330355; Baja. 
 maria victoria 80 mil personas trabajan dia dia colombia voz yosoyavalnlabelurl  ; j : 279. Sim : 0.40658697; No similar. 
 andrespardoa colombia problema subida tasas hizo bancorepublica senales venia dando http  ; j : 280. Sim : 0.6612356; Baja. 
 mloreguti bienvenido joseilopez corficolombiana encanta haga parte grupo humano comprometido desarr; j : 281. Sim : 0.26377988; No similar. 
 fruto gestion direccion red bibliotecas senora mercedes barcha garcia marquez dono labelurl  ; j : 282. Sim : 0.52161795; Baja. 
 si oferta producto demasiado alta precio tiende bajar lado oferta produc labelurl  ; j : 283. Sim : 0.19697799; No similar. 
 borradordeeconomia 1026 daisy j pacheco santiago d segovia ana m yaruro labelurl haganos saber pien; j : 284. Sim : 0.31773695; No similar. 
 top 3 impacto economico mercado accionario inicia semana recuperacion opep preve mercado p labelurl; j : 285. Sim : 0.43963262; No similar. 
 top 3 impacto economicoalemania quiere ayudar empresas seguir haciendo negocios iranbanco central l; j : 286. Sim : 0.17443626; No similar. 
 eventosclavedelajornadaneeuu 730 indice manufactura empire ago ncolombia 1000 indice confianza labe; j : 287. Sim : 0.5154879; Baja. 
 adonde ira dolar 2019nnmauricio reina investigador asociado fedesarrollo comparte perspectiv labelu; j : 288. Sim : 0.23226827; No similar. 
 eventosclavedelajornadademananan ee uu indice precios productorn zona euro votacion brexit labelurl; j : 289. Sim : 0.4694764; No similar. 
 andrespardoa analisis tasas inter negativas bonos economias desarrolladas efecto tes labelurl  ; j : 290. Sim : 0.5488544; Baja. 
 eventosclavedelajornadademananan zona euro 0400 indice actividad economica markit pminovneeuu 09 la; j : 291. Sim : 0.50763255; Baja. 
 andrespardoa bailan tangomi analisis d hoy portafolioco devaluacion peso argentino labelurl htt  ; j : 292. Sim : 0.5079151; Baja. 
 eventosclavedelajornadanzona euro 0400 indice precios productor agoneeuu 0900 gasto construcc label; j : 293. Sim : 0.40661517; No similar. 
 laudestereo exposicion bordo navio esclavista marieseraphique construccion memoria epocas colonia  ; j : 294. Sim : 0.4762398; No similar. 
 charla resumida andrespardoa bvccolombia liquidez turbulencia emergentes dolar tasas inter labelurl; j : 295. Sim : 0.50062305; Baja. 
 top 3 impacto economicobanco inglaterra mantuvo estable tasa interesinflacion mexico desacele label; j : 296. Sim : 0.39277613; No similar. 
 andrespardoa panico ajeno analisis actual turbulencia mercados emergentes efecto colombia labelurl ; j : 297. Sim : 0.5410362; Baja. 
 eventosclavedelajornadaneeuu 0730 produccion industrial jul ncolombia 1100 crecimiento pib 2tnco la; j : 298. Sim : 0.45644587; No similar. 
 eventosclavedelajornadademanananzona euro 400 markit pmi manufactureronzona euro 500 tasa desempleo; j : 299. Sim : 0.3238675; No similar. 
 top 3 impacto economicounion europa eeuu alcanzaron consenso arancelesindices confianza industr lab; j : 300. Sim : 0.40154156; No similar. 
 top 3 impacto economicoactividad economica colombia da senales moderadas recuperacion eneroprecios ; j : 301. Sim : 0.53736913; Baja. 
 espebanrep 89 distorsiones institucionales diferencias factor agregados potencial agricola expropia; j : 302. Sim : 0.37029916; No similar. 
 eventosclavedelajornadademanananzona euro 400 markit pmi manufactureronzona euro 500 tasa desempleo; j : 303. Sim : 0.3238675; No similar. 
 andrespardoa columna portafolioco riesgo deflacion eurozona esperabamos mas medidas estimulo http  ; j : 304. Sim : 0.6021174; Baja. 
 andrespardoa porquenosubirtasas subio riesgo desaceleracion economica profundizado incluido consumo; j : 305. Sim : 0.47565943; No similar. 
 andrespardoa analisis recientes acontecimientos politica monetaria paises desarrollados estimulo ah; j : 306. Sim : 0.65011674; Baja. 
 mas comentarios analisis coyuntura macroeconomica recomendamos seguir andrespardoa gerente investig; j : 307. Sim : 0.50053465; Baja. 
 andrespardoa revaluacion volvio dolar puede caer mas labelurl via eltiempo comentarios mios  ; j : 308. Sim : 0.5192907; Baja. 
 seguirle pulso economia recomendamos seguir twitter andrespardoa gerente investigaciones economicas; j : 309. Sim : 0.4582088; No similar. 
 top 3 impacto economicoactividad manufacturera china crecio mayor ritmo mayocrecimiento pib labelur; j : 310. Sim : 0.33087254; No similar. 
 andrespardoa expectativas inflacion eurozona acentuan caida presion mas estimulo monetario labelurl; j : 311. Sim : 0.6620436; Baja. 
 eventosclavedelajornadanzona euro 400 produccion industrial julneeuu 400 indice precios producto la; j : 312. Sim : 0.42804068; No similar. 
 top 3 impacto economicomedida inflacion basica eeuu aumentoproduccion manufacturera chile cayo mas ; j : 313. Sim : 0.52810305; Baja. 
 mauricio reina investigador asociado fedesarrollo explica impacto economico gobierno donaldtrump la; j : 314. Sim : 0.29712695; No similar. 
 andrespardoa motor aleman economia eurozona crecio 0 2do trimestre labelurl normalizacion mone  ; j : 315. Sim : 0.62869346; Baja. 
 andrespardoa columna portafolioco riesgo deflacion eurozona importancia mas medidas combatirla htt ; j : 316. Sim : 0.51735497; Baja. 
 danielmcdean gente pone alma dono dono sayidsanchez fergicienta briesgamb movamonosporteleton  ; j : 317. Sim : 0.20102403; No similar. 
 andrespardoa vuelta analisis espera politica monetaria colombia proximos trimestres http  ; j : 318. Sim : 0.72378224; Media. 
 top 3 impacto economicoactividad economica colombia da senales moderadas recuperacionprecios petro ; j : 319. Sim : 0.5277515; Baja. 
 andrespardoa ucrania solicita paquete rescate financiero fmi wsjmarkets break imf  ; j : 320. Sim : 0.43188596; No similar. 
 portafolioco andrespardoa columna hoy portafolioco tasas inter negativas mundo desarrollado labelur; j : 321. Sim : 0.4623166; No similar. 
 cuidemosmas utiliza bombillas bajo consumo ahorraras 75 energia cuida planeta labelurl  ; j : 322. Sim : 0.15340188; No similar. 
 funcionara criptomoneda descubra perspectivas economicas mauricio reina frente tema haciendo c labe; j : 323. Sim : 0.3697899; No similar. 
 banrepcultural mincultura comisionadopaz justiciaypazcol equipopazgob sejep posconflictoco conversa; j : 324. Sim : 0.1069636; No similar. 
 asi salio publicado analisis version impresa ayer portafolioco hora andrespardoa labelurl  ; j : 325. Sim : 0.51586366; Baja. 
 top 3 impacto economicopresidente espana presionado convocar eleccionesbanco central europeo mant l; j : 326. Sim : 0.21395056; No similar. 
 runningcol jeissonsubo campeon centroamericano caribe orgullo colombiano equipo porveniroficial equ; j : 327. Sim : 0.38932404; No similar. 
 top 3 impacto economicoaumenta creacion empleo eeuuunion europea japon presionan exenciones labelur; j : 328. Sim : 0.36469153; No similar. 
