Modulo nnlm-es-dim128-with-normalization-2
Topicos : favor gracias mensaje cuentanos detalles escribirnos directo ayudarte ocurrido dm 
 bandrespardoa we expect authorities to secure passage of significant structural tax reform to prese; j : 1. Sim : 0.17445107; No similar. 
 polloapanado hola mauricio gracias escribirnos amplianos favor informacion ocurrido dm quedamos ate; j : 213. Sim : 0.71925443; Media. 
 abogatob bancosaval hola amplianos favor detalles sucedido dm alli pediremos datos adici labelurl  ; j : 214. Sim : 0.64457947; Baja. 
 algrisales hola alvaro amplianos favor detalles sucedido dm alli pediremos datos adicion labelurl  ; j : 215. Sim : 0.6334805; Baja. 
 morineira sfcsupervisor hola morineira favor escribenos dm mensaje interno poder revisar caso label; j : 216. Sim : 0.5715258; Baja. 
 abogatob bancosaval hola amplianos favor detalles sucedido dm alli pediremos datos adici labelurl  ; j : 217. Sim : 0.64457947; Baja. 
 holmerjd hola holmer podrias indicarnos dm oficina ubicado horario favor quedamos atentos  ; j : 218. Sim : 0.61304003; Baja. 
 dianitag234 sfcsupervisor policiacolombia hola diana amplianos favor detalles ocurrido dm quedamos ; j : 219. Sim : 0.68314534; Media. 
 gabyatuesta hola gabriela permitenos ayudarte amplianos favor detalles ocurrido dm quedamos atentos; j : 220. Sim : 0.68348026; Media. 
 andresteologia sfcsupervisor minhacienda sicsuper andres favor escribenos mensaje interno alli so l; j : 221. Sim : 0.42742455; No similar. 
 jennboshell casitoooo sodacirque7d gracias bancosaval paguen tarjeticas pasen deliiiii magiaenelair; j : 222. Sim : 0.21638748; No similar. 
 40alfredo wzcsg hola luis alfredo amplianos favor detalles sucedido dm quedamos atentos  ; j : 223. Sim : 0.59632385; Baja. 
 hydrocan buen dia favor escribenos mensaje interno datos contandonos inconveniente poder labelurl  ; j : 224. Sim : 0.57899016; Baja. 
 alejocn9 hola alejandro amplianos favor detalles sucedido dm alli pediremos datos adicio labelurl  ; j : 225. Sim : 0.6058296; Baja. 
 hydrocan buen dia favor escribenos mensaje interno datos contandonos inconveniente poder labelurl  ; j : 226. Sim : 0.57899016; Baja. 
 munozcesar sicsuper hola cesar escribenos favor mensaje interno revisar caso alli pedirem labelurl ; j : 227. Sim : 0.4725979; No similar. 
 periodistastone ricardo30225751 buenos dias favor escribenos mensaje interno asesorarte poder darl ; j : 228. Sim : 0.5550346; Baja. 
 juansq1 hola juan sebastian favor amplianos informacion ocurrido traves dm quedamos atentos  ; j : 229. Sim : 0.6032285; Baja. 
 periodistastone ricardo30225751 buenos dias favor escribenos mensaje interno asesorarte poder darl ; j : 230. Sim : 0.5550346; Baja. 
 g3rbar hola german permitenos ayudarte amplianos favor detalles sucedido dm revisar caso labelurl  ; j : 231. Sim : 0.61554766; Baja. 
 andresosorio1 hola andres permitenos ayudarte envianos favor solicitud mensaje interno quedamos ate; j : 232. Sim : 0.690109; Media. 
 atiynana hola diana amplianos favor informacion ocurrido dm alli solicitaremos datos adi labelurl  ; j : 233. Sim : 0.6200227; Baja. 
 pabloahoyos hola pablo permitenos ayudarte cuentanos favor dm detalles ocurrido quedamos atentos  ; j : 234. Sim : 0.7214895; Media. 
 jusemohe hola juan sebastian permitenos ayudarte escribenos favor dm alli solicitaremos datos label; j : 235. Sim : 0.5695908; Baja. 
 juantbh hola juan amplianos favor informacion acerca ocurrido dm alli solicitaremos dato labelurl  ; j : 236. Sim : 0.6255375; Baja. 
 fepepa grupoexito buenas tardes favor amplianos detalles sucedido dm quedamos atentos  ; j : 237. Sim : 0.51297915; Baja. 
 lapicasa buenas tardes lapicasanos importante ayudarte favor contactanos via dm ge labelurl  ; j : 238. Sim : 0.5595397; Baja. 
 josxfaith cd9 gracias unirte recuerda mas seguidores don mas sera aporte teleton2018 movamonosporte; j : 239. Sim : 0.37936822; No similar. 
 snjuanerita buenos dias amplianos favor informacion sucedido dm alli pediremos dat labelurl  ; j : 240. Sim : 0.547134; Baja. 
 lapicasa buenas tardes lapicasanos importante ayudarte favor contactanos via dm ge labelurl  ; j : 241. Sim : 0.5595397; Baja. 
 vagon2 buenas tardes favor indicanos ocurrio situacion comentas horario quedamos atentos  ; j : 242. Sim : 0.5169813; Baja. 
 milusse shakira alexubagoficial buen doble recuerda puedes participar mas vez sube mas fotos t labe; j : 243. Sim : 0.3587697; No similar. 
 milusse shakira buen doble recuerda puedes participar mas vez sube mas fotos doble labelurl  ; j : 244. Sim : 0.39768833; No similar. 
 juanamaya23 elespectador eltiempo lasillavacia lapullaoficial juanamaya23 favor siguenos poder comu; j : 245. Sim : 0.30196086; No similar. 
 jagargon2010 hola jaime favor escribenos mensaje interno poder ayudarte necesitas quedamos atentos ; j : 246. Sim : 0.6405186; Baja. 
 lapidasinnombre buenos dias amplianos favor informacion acerca ocurrido dm alli solicitaremos label; j : 247. Sim : 0.5417993; Baja. 
 mcspaulding cuentanos favor ocurrido traves mensaje directo ayudarte resolver dudas atentos  ; j : 248. Sim : 0.82492346; Media. 
 hrvieda hola hrvieda gusto saludarte cuentanos favor mas detalles mensaje directo podremos avanz la; j : 249. Sim : 0.7169836; Media. 
 acerojaime bancosaval hola jaime permitenos ayudarte escribenos favor dm alli pediremos dato labelu; j : 250. Sim : 0.5650502; Baja. 
 yovsor hola sora cuentanos caso presentas mensaje interno poder ayudarte quedamos atentos  ; j : 251. Sim : 0.61456364; Baja. 
 mcarzayus hola oniria permitenos ayudarte escribenos favor detalles caso dm quedamos atentos  ; j : 252. Sim : 0.65170157; Baja. 
 yovsor hola sora cuentanos caso presentas mensaje interno poder ayudarte quedamos atentos  ; j : 253. Sim : 0.61456364; Baja. 
 smejiaf hola sebastian gracias escribirnos cuentanos dm numero estan contactando quedamos atentos  ; j : 254. Sim : 0.6341162; Baja. 
 colombiainvisi sfcsupervisor hola mencionabamos favor escribenos dm poder ayudartea caso quedamos a; j : 255. Sim : 0.5977468; Baja. 
 camilogvillegas hola camilo gracias escribirnos amplianos favor detalles comentas dm quedamos atent; j : 256. Sim : 0.7002165; Media. 
 magabdice sfcsupervisor hola magab permitenos ayudarte envianos favor detalles caso dm revi labelur; j : 257. Sim : 0.59621173; Baja. 
 hola caceresroy lamentamos inconveniente favor cuentanos caso dm poder ayudarte quedamos atentos  ; j : 258. Sim : 0.688431; Media. 
 lacamicar hola camila permitenos ayudarte cuentanos favor detalles caso dm quedamos atentos  ; j : 259. Sim : 0.69525605; Media. 
 jramirezn hola jorge permitenos ayudarte amplianos favor detalle caso dm alli pediremos labelurl  ; j : 260. Sim : 0.5975533; Baja. 
 alejachicar hola alejandra amplianos favor detalles caso dm alli pediremos datos adicio labelurl  ; j : 261. Sim : 0.55146754; Baja. 
 alejocn9 hola alejandro permitenos ayudarte envianos favor traves mensaje interno detalles caso lab; j : 262. Sim : 0.697777; Media. 
 hola albemedd lamentamos inconvenientes puedes favor contarnos mas detalles via dm validar gracias ; j : 263. Sim : 0.70333964; Media. 
 donpepelucho jose luis favor escribenos detalladamente incidente dm mensaje interno escal labelurl ; j : 264. Sim : 0.57146794; Baja. 
 luigiqaomk hola luigi gracias escribirnos envianos favor detalles caso dm quedamos atentos  ; j : 265. Sim : 0.7464386; Media. 
 hola alejaem12 felicitaciones ganadores doblesbdb favor escribenos via dm poderte dar detalles  ; j : 266. Sim : 0.6433685; Baja. 
 mrylobato hola maria jose alegra saludarte queremos conocer mas detalles sucedido ayudarte res labe; j : 267. Sim : 0.61060864; Baja. 
 seilyed hola favor envianos datos dm poder ayudarte solucionar problema buen dia  ; j : 268. Sim : 0.6767682; Media. 
 noraquis mibobdo hola nora permitenos ayudarte amplianos favor informacion acerca ocurrido dm label; j : 269. Sim : 0.6304984; Baja. 
 tatiandiaz13 disculpa molestias cuentanos mensaje directo ciudad zona estan ubicados cajero labelur; j : 270. Sim : 0.5223258; Baja. 
 hugorey buenas tardes importante conocer experiencia favor contactanos via dm be labelurl  ; j : 271. Sim : 0.5632851; Baja. 
 zamorasoyyo buenos dias permitenos ayudarte escribenos favor dm ocurrido revisar caso c labelurl  ; j : 272. Sim : 0.5388492; Baja. 
 pipiule sfcsupervisor hola carlos atendimos requerimiento dm favor informanos respecto quedamos ate; j : 273. Sim : 0.65780956; Baja. 
 aduran hola alejandra escribenos favor dm conocer detalles caso poderlo revisar ar labelurl  ; j : 274. Sim : 0.64157164; Baja. 
 workingpaper 1027 by juliana jaramilloecheverri adolfo meiselroca and maria teresa ramirezgiraldo l; j : 275. Sim : 0.20441079; No similar. 
 lorenapardo gracias contarnos ocurrido favor dejanos caso mensaje hacer reporte saludos  ; j : 276. Sim : 0.69713867; Media. 
 mauxwell mibobdo hola mauricio permitenos ayudarte escribenos favor dm detalles ocurrido re labelur; j : 277. Sim : 0.61964667; Baja. 
 jhosep156 hola gracias escribirnos favor dejanos datos mensaje hacer reporte ocurrido punto  ; j : 278. Sim : 0.80153036; Media. 
 merosabor willyrexyt ahora turno disfrutar mejor festival musica doble perfecto fep2018 labelurl  ; j : 279. Sim : 0.24102499; No similar. 
 alebelg leidyossa ahora turno disfrutar mejor festival musica doble perfecto fep2018 r labelurl  ; j : 280. Sim : 0.2746738; No similar. 
 mundoluque lawneira tegocalderon ahora turno disfrutar mejor festival musica doble perfec labelurl ; j : 281. Sim : 0.27735904; No similar. 
 estigma soldierspoem ahora turno disfrutar mejor festival musica doble perfecto fep2018 labelurl  ; j : 282. Sim : 0.3320064; No similar. 
 mrcbq hola marco permitenos ayudarte cuentanos favor detalles ocurrido dm quedamos atentos  ; j : 283. Sim : 0.7941457; Media. 
 estigma ahora turno disfrutar mejor festival musica doble perfecto fep2018 recuerda labelurl  ; j : 284. Sim : 0.31993324; No similar. 
 mrculebra ahora turno disfrutar mejor festival musica doble perfecto fep2018 recuerda labelurl  ; j : 285. Sim : 0.31063247; No similar. 
 donlenteja ahora turno disfrutar mejor festival musica doble perfecto fep2018 recuerda q labelurl  ; j : 286. Sim : 0.33505288; No similar. 
 ansquiroga mibobdo hola andres amplianos favor informacion acerca ocurrido dm alli solicitar labelu; j : 287. Sim : 0.57851076; Baja. 
 carranzagino ahora turno disfrutar mejor festival musica doble perfecto fep2018 recuerda labelurl  ; j : 288. Sim : 0.3220427; No similar. 
 vikylopezm eljodario creacion nueva familia billet contemplo opcion llevar cabo eliminac labelurl  ; j : 289. Sim : 0.2824206; No similar. 
 sergioestupinan sergio transaccion costo 1500 pesos cajero habia inconsistencia salia costo  ; j : 290. Sim : 0.28766587; No similar. 
 mrcbq marco favor escribenos dm mensaje interno gestionar caso quedamos atentos  ; j : 291. Sim : 0.64941794; Baja. 
 inmortal24 hola favor cuentanos via dm mas detalles sucedido poder atender solicitud saludo labelur; j : 292. Sim : 0.723887; Media. 
 paojoaqui sicsuper hola paola atendido semanas anteriores caso dm favor escribenos nuev labelurl  ; j : 293. Sim : 0.4978489; No similar. 
 angelamrobledo nombre camila conicoba medidas 2200 feminicidios paisnla contundente presentacion ca; j : 294. Sim : 0.3816644; No similar. 
 jjelcanibal hola jijo amplianos favor detalles requerimiento dm claro aun quedamos atentos  ; j : 295. Sim : 0.59954864; Baja. 
 rafa manjarres compositor tema ausencia sentimental himno festival leyenda vallenata estara n label; j : 296. Sim : 0.24781813; No similar. 
 jersteyler sfcsupervisor queremos ayudarte caso si escribes interno podemos ayudarte solucionar lab; j : 297. Sim : 0.48273605; No similar. 
 andrespsk bancosaval citicolombia hola andres permitenos ayudarte si caso puntual amplianos inf lab; j : 298. Sim : 0.4006598; No similar. 
 juanmiguel1917 juan miguel gracias escribirnos cuentanos dm podemos colaborar quedamos atentos  ; j : 299. Sim : 0.68587315; Media. 
 germancho101 sfcsupervisor german permitenos ayudarte envianos favor requerimiento dm poder col lab; j : 300. Sim : 0.49728054; No similar. 
 andresdiaz0329 buenas tardes andresdiaz0329 gracias notificarnos sucedido cada dia trabajamos ofrec; j : 301. Sim : 0.39205262; No similar. 
 raptorjamube03 unidadvictimas supersalud favor siguenos podernos contactar dm contigo asi colabo la; j : 302. Sim : 0.5261885; Baja. 
 juliocesarhm hola juli c herrera amplianos favor detalles sucedido dm alli pediremos da labelurl  ; j : 303. Sim : 0.48868412; No similar. 
 danaranjom sicsuper hola danaranjom gracias escribirnos respondimos consulta mensaje directo feliz ; j : 304. Sim : 0.62054104; Baja. 
 camchaves95 hola camchaves95 alegra saludarte favor indicanos numero cedula mensaje directo labelur; j : 305. Sim : 0.552594; Baja. 
 jcparras hola jcparras lamentamos molestias indicanos mensaje directo numero cedula mas detall labe; j : 306. Sim : 0.57761854; Baja. 
 kryneyn cathyjuvinao1 cathyjuvinao hola kryneyn alegra saludarte favor escribenos mensaje directo l; j : 307. Sim : 0.49896306; No similar. 
 eliianaca hola eliianaca alegra saludarte indicanos favor numero cedula mensaje directo labelurl  ; j : 308. Sim : 0.62568104; Baja. 
 rodriunlimited alegra saludarte indicanos mensaje directo numero cedula mas detalles ayud labelurl ; j : 309. Sim : 0.6543577; Baja. 
 calc08 hola calc08 alegra saludarte amplianos favor informacion ocurrido mensaje direc labelurl  ; j : 310. Sim : 0.6401402; Baja. 
 lanq25 hola lanq25 alegra saludarte amplianos favor informacion ocurrido mensaje direc labelurl  ; j : 311. Sim : 0.59834576; Baja. 
 qevek hola qevek alegra saludarte amplianos favor informacion ocurrido mensaje directo labelurl  ; j : 312. Sim : 0.6783648; Media. 
 calc08 hola calc08 alegra saludarte amplianos favor informacion ocurrido mensaje direc labelurl  ; j : 313. Sim : 0.6401402; Baja. 
 qevek hola qevek alegra saludarte amplianos favor informacion ocurrido mensaje directo labelurl  ; j : 314. Sim : 0.6783648; Media. 
 b3rmud3z2 hola bermudez ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 315. Sim : 0.6067096; Baja. 
 rderly policiacolombia hola rderly cuentanos favor mas detalles ocurrido mensaje directo ay labelur; j : 316. Sim : 0.67083097; Media. 
 hemallarino hola helena ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 317. Sim : 0.6309418; Baja. 
 b3rmud3z2 hola bermudez ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 318. Sim : 0.6067096; Baja. 
 hemallarino hola helena ayudarte solicitud escribenos favor mensaje interno alli solic labelurl  ; j : 319. Sim : 0.6309418; Baja. 
 isatbmz hola isatbmz gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 320. Sim : 0.75137657; Media. 
 lapapu hola lapapu gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelurl; j : 321. Sim : 0.7900905; Media. 
 lacihiki hola lacihiki gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 322. Sim : 0.77873415; Media. 
 jdavidcd hola jdavidcd gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 323. Sim : 0.8269295; Media. 
 anapegom19 tuitbdb hola anapegom19 gracias escribirnos favor indicanos numero cedula mensaj labelur; j : 324. Sim : 0.49326184; No similar. 
 jpdmweb hola jpdmweb gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 325. Sim : 0.71524215; Media. 
 21osorio hola 21osorio gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 326. Sim : 0.7679581; Media. 
 haslmlr hola haslmlr gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelu; j : 327. Sim : 0.77792585; Media. 
 jmuvdi hola jmuvdi gracias escribirnos cuentanos favor mas detalles ocurrido mensaje direc labelurl; j : 328. Sim : 0.8109466; Media. 
 betesco1 hola betesco1 gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 329. Sim : 0.79011905; Media. 
 ialejaaa hola ialejaaa gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelu; j : 330. Sim : 0.7486532; Media. 
 unmito hola unmito gracias escribirnos cuentanos favor mas detalles ocurrido mensaje dir labelurl  ; j : 331. Sim : 0.7894305; Media. 
 mikeperezd hola mikeperezd gracias escribirnos favor indicanos numero cedula mensaje direct labelur; j : 332. Sim : 0.64426935; Baja. 
 alejocantor hola alejocantor gracias escribirnos favor indicanos numero cedula mensaje dir labelurl; j : 333. Sim : 0.6196403; Baja. 
